wID,Key Generated,Entropy Value,Basis Kind
1058,Quantum Key: 690ad224433f6ebc45e4f5fccfc143247fd21f503a99920aa5d703e4e970d822bbdb405cd9a846c6f4cbb51a6517da9e8fcb8121958f6b5b5bfaf6c53810ea65,174051.699638,ellipse
1059,Quantum Key: f4518eae71b65136703987ba8a047cc091117732ab273cbb092ca592c5da60d6ab9c3aa18e969d3a83c91c2cdc6108500716c818d5f0312c5cdc7269dcad50ef,177308.834506,circle
1060,Quantum Key: 8171e9006208845dafa39023ccf42c5509d6d390d43a903d32c657ccbad657ded835d0ae4f09ad3ad16bfaf6257d368d91ee5a79d391a4d5b0ce1b03fe3b101f,561655.067821,rect
1061,Quantum Key: 6be0b4065e80487c419022f3ca4a16d330c0c18238afc2359d92b142fb6442b9b0b267364d88bd2f0d07799001a10b35fda37ad9e3962b2cca02738cee52e952,34874.220171,circle
1062,Quantum Key: 94e185b363ac5621e513fc2e2c2c4719e73c2cf95b77937ba08182d25ae5f4739607bcd2cae66f8ec0d9782a27ca7fb70146e8b31dd46ffd1d6dc389b700ec74,561221.101895,rect
1063,Quantum Key: cc69b15ebb775f5eaa2a8c43a60b1b12db18b16c4c4877bced5ba64e1c459eaba574b904c0374b106527d66601423f4efea09bff9e0abc3d8715e4f91a84d149,11481.948702,ellipse
1064,Quantum Key: 863a58efbd4ab0201615cb839d3fe026e125141f0ddc2e93f6b5485748a65380adb1c44fc8d35f12aa76f105b41d346cd8a3bf05c8ad40f76d0676c2ca35b967,450117.838148,circle
1065,Quantum Key: 9e3340e839620aa244f9038baa2f4c32bb0af278751de84017a7923f1320bb3818052f9b8f7245707265ace1a8adf7b07ff1fc90f1d36986290b791a0971fab6,93249.122078,ellipse
1066,Quantum Key: 504e106179d49c8230aa6ea4c909c667d87e9826c956050b1b4338a3ab15750256bae9f029cdc1f1c9dd7fef1fbf3b674f14558234da4944e0c984bbbb65187f,376797.649172,circle
1067,Quantum Key: 854392399ee1cd834af7de5c8c6c53a444406f8d151a783cef617a73add0650deda970ca4d4239ff66896d677a742f35bd4135036ea5ac7cf708edb75e5db69f,112851.896098,rect
1068,Quantum Key: 01c15660c8e351bdbcba10eba006c94ddd5db0a6b88b907984b811abe170d7006649f37c7ed7cb4f8247d7ef19959e4936f3544428b4c67ed2fde9d2c8bbeff5,182910.984523,ellipse
1069,Quantum Key: 17c9c32e126951015b279a4c0eb872c355f7373da7aec0ed9f5c83e7df08d6b3e974515e4ed59d2e4f9f016e674c6b832d5a516e3e3c11a3b7e4bcc15147fd3c,180636.082612,circle
1070,Quantum Key: fa7cf0df809af9a41d4deec230c2440c50d68c7f1b9a650e190e2bd05ab51c99e842b1dbea4e6308b06c04fe1e80274f0830bec897a58e033c9c02b6a7c3bea0,15596.585987,ellipse
1071,Quantum Key: b0ef5abf260cbeb22396e1db8f430d9243c3ee17875ae9cdde7bb6d79e4b9656e77575a8e020726583455df671df44f12b5979ecd04307231cae8b29dd7dcb3b,224550.466473,ellipse
1072,Quantum Key: 071f01f701e19b90b83ac49317c14a490aec06efaf536c552f6a26241da32890d2f216cc7c4e0f64ad187dcfb072d2ddfdb780a21044dd67b990039fd96e40c7,210566.290096,circle
1073,Quantum Key: 5ca7baf7e11991fdd55f49441d31084b96a48878b520e4db112444deadbfbfe1e2c6d463532f64cae29f74b6463c5673af6034cd85811c9ac30817204c390bd1,529732.913360,rect
1074,Quantum Key: 51ba8ef0aa56365cf20eca396ecb76e1e9a521998be22e6c844afbfbe9a4efbd1c6d2bb8a869c2815e62d28078532af09a985be9f901a31d46ee39ccdd9f6ede,631614.987186,rect
1075,Quantum Key: c4038c01f8c815d696e57313ab42212e0320dd21a7ac39101fb3b65e2752cb861762f66b089c3423b0a81968dc34b00cd7d16acb68d5715a6737cc225cc86192,422687.716360,rect
1076,Quantum Key: 2ce557b9a20944a9c9e37f57fdd17eb7832e605bc933ee58577f29dcf84c8ff711bfd8818d68b5560553f1eb7929eaf82f7ada142795f82e56655693e9701798,242670.638878,ellipse
1077,Quantum Key: af9892918631c3ba9949c924eb0721a162317d8eec28eef0c194bdb6338744a33cd9bb717e3f7b793708c353fa381d72c2e5d376485719abbbce53fbdc3537ca,227504.396085,circle
1078,Quantum Key: 303ee15e07e47db10d63d6e19c28fe39b96d286ff57341d687f12b3e2409da66c41550ec105778963cd2f2696e84b373a45d9c80df6042cfbe679de7c8aa292e,173651.879244,ellipse
1079,Quantum Key: a5990f36162f4198ecf82c8abcdc4d9832a4866a239c090fc53464c54012507ff2931fe047e26c945059ff378a728487b463525c2a6978a2b422aace62ca739e,0.000000,circle
1080,Quantum Key: 29d34fc7435b2352c9b84933e499bbfb5c9016f7fd9e0e26bfc2dfd627232c4aaf4f928d9a9a3da93abf188234367e388ecbe6e595564eb2827aafbe2e96b9e9,210722.723971,ellipse
1081,Quantum Key: 351cb48f44d01109171ce5a368a79a4320fae552d1918cf6b73cc34ffee255f2b7344c40f145df8e8432d04974f7314b33132aee3c2a42d49339ab94f342f158,312728.249081,circle
1082,Quantum Key: 591df40d0ea5692b7286d0ca59e2b4e95230045a00a3e9ebfcf8026fe20b89dfa05b9f68b1598f46e56362581afc0737059dcac661d1ba2a7065de7e0180b566,0.000000,ellipse
1083,Quantum Key: 85eaacfe5c9a2f9d95d536782b5e05863f7067f87904d1c2d1d29f721e45accb2a174c20d16770a41ed4cebba0eb5d7b343082e024261a38c58fbee4420595b8,349577.290025,rect
1084,Quantum Key: 50c6ba078cec9472c94cfd6c30b5d654c495c0d6c26f4ecf962d3ab9345b404da75c44876adea7e65b29214dbf45dedb90c591315614d1bce802b281491c9a5d,341139.616129,circle
1085,Quantum Key: 8306522114b5d48dfbb63e7dbf8e7e5922130d39acd8b55387c7ddedb18ff199fb488eee23042307f824d9bb155c4c741f02c51a3a3d06951dd1196eeb832c2d,354773.865117,rect
1086,Quantum Key: 59fad67307cb821741d0639d49c59bc2983e27e3a00d84ad593b3ca171554bae09e50a1031972ffe7fd8126c687d22fc80e8b6a479bb44aac7d17240051c3e95,82245.697811,ellipse
1087,Quantum Key: 6f749fd8aff0003e1e99a210b62125e10c89201d7bb0a1826caebc4b6343cd9633414cb24290b91ef69a93c363c8a177f31336f2f5c1c7ba49422fb5902d1928,153512.395078,ellipse
1088,Quantum Key: 87fc3f89921628658a894fd2548d31b44292b88c24ab31845e06ba621c522f9262b32f35a0c649f4b4b6a11c1cfce857577ccc15fc3a6e3e31faf520a9255557,294017.423554,rect
1089,Quantum Key: 6de3210e6ebcdb256a23c4857775f4976c2d4ff333911a4f96abcb260e7c708ec72e51e1eecf397d34605a42536564b1613223d29a9a42e17f80f81dd544e047,155627.979456,circle
1090,Quantum Key: df9ff1bd725c9af129f8d6e3c27b6802a2c3d345cf32e929fe1f022fb711b2e9b95a258e51f6c8090f0c95be9c60a4eaec447582da0287c44e0435ac1fbb0e4a,113352.777872,ellipse
1091,Quantum Key: c296d6a926d009c764e2c857c6ccd72de7b039dab28e7883a58ca30b6af83f6971af89d2eb99e9c22eaeded7fec1defdca0bee34dc968fda2e96e658d9c5df6a,321492.439642,rect
1092,Quantum Key: 2030dd84d40a87754f7b49d60a6449b2e42b60aeea5eb4d037ce80d3bf6ab9faea35546b353b6db95e132fd4349625638e12dce6bdca05c42cfbcede14e197ef,579217.082287,rect
1093,Quantum Key: 6ab7a1bd910a9d0f94e8c164445f43ebe1b3ee67bd40124eca23a72ffea8873b4128e4ac59ae0b1b327a76e7a49d965643330b34c3d61cb1f29387674d479c93,184130.476498,ellipse
1094,Quantum Key: 2a59dd271fbe183efd34fdf59a48b30ecd9043fd3ce3b2341aeb848f523dc72ed89d3859f7c6067c788075c73b593c40c8ae163682f1ae8025c20c58c226ce32,212639.054059,circle
1095,Quantum Key: 33707e1f4a2ebfa159eadb3e0a8c5d0f9fb0aa0e543604cdde3029ea4cf74054e9f0c2e78aba6a06d72d319cfa9ff26cd20ab76c63f08415f0c331f92d6c1689,69929.801057,rect
1096,Quantum Key: ef046a44ef2b3bd57a8df5813d18f70506c7055945cc8a418b8002eefb0ccddf8ba515d595ebd48cadc00caf2d6fad3ea24c9f06663a5d698b0f1e9cdff71ab3,198748.936065,circle
1097,Quantum Key: 145621dcac3bf713b720348d7cfef438876307d6ff76fbb69552d16bf94de3a9cf8b479c5f4d72d4763b9a3cb8631f55ce385dfb0f78c50a0514d4e18297eac5,103799.767053,rect
1098,Quantum Key: 0869ad8116817e718d5ed66da3b5721f2acf82c4e8f7c3abc0d221df1b4c026d98be9496fa3512ea7e99a257dcf0160b26e02b9b2ebea604da1a90b008d339c8,276352.097536,circle
1099,Quantum Key: 919ac3049da1178a8c457dca9283cca13ea39e844c3308cf238e3a44894eb034fa6e14cbbf5ad40e5281aa43110cfa40eb8dcb18ddbcafd71f81c42aa0ce3786,577455.412814,rect
1100,Quantum Key: 987b70d87c147486b9e37292376df498526fa0b7e32d9f944a85045e297fae62df855cfd2b7974be4e13f325c9504a29091d69680ba6e48ea6f22d1f019810b9,564065.174457,rect
1101,Quantum Key: 77c6eb1571618684c757653b249f9da240cf3b4483d097eef43a23aa9318d4773f9588951bf297f84440303ba6870f7c05747d6ac8e9925502fd29655ffde990,429074.112173,circle
1102,Quantum Key: fba59606a97ca6e23127cc7f3476dc3baeab18a9b88f04fea06e6eec527873ad91fe941fc47b8007639a1dc44006838c271ab30c26d9951fd5f89979b2ce2e94,29625.310989,rect
1103,Quantum Key: 4236c9b15823a37c53c3f4b7be6cb29d861c4921772e67f508c649a2aa79a3cb2ee74e7cd7ff0e986544a85ac35b865be176ffaab692a68852da293c8087da18,164358.479850,circle
1104,Quantum Key: 8a99fc1d028c34cbb9e5f564a05cd81caf088e004dcd3725a9428e9a0c85627b7095046153481a5b95f8e8731851b4ab9ac874ef1daa3474d8477f1f1bef1fe7,77327.118721,ellipse
1105,Quantum Key: 1a00b66b85fe60edb956921998455298369837f64579fc5ab356439bbf55f14ef36ec025a2e4a2f1e0e37c5889e8326e87cadb8edd1ead72943b087eeab063e8,535692.913936,rect
1106,Quantum Key: 9067ede73d80ba2fc0711e0e575dccb7ba70ed34f0570297385e1d16b5588310b6a1289063caf563f3b0b5916ba7b5a2287af84b86054327a91c4e76010e6d60,69535.896375,ellipse
1107,Quantum Key: 17270b2efd1f38035beccf06250da81949a9634608b1d6d55380e7ff0a0524677b8354698fdb30d4105cbb55ec694f37706f3c6c37a450b36a1eb1671908a1a9,228363.407285,circle
1108,Quantum Key: c3a5cdb19fee434390e58b4ca77939c1bf0c0a9a495ec6ba6961bc11b9ab5cd5fd665ef4c546da3a2289b991136f02ecd6a0bbab448b2d2c9e0a43bf0e454347,176567.756605,ellipse
1109,Quantum Key: 8ec296a0650b6945aee650ce315491a8c0169273bcffdae97d9d113266547662ffd8e3eb9b1520aeb3a32242b4c4ea3ccf75c70d937f3f0d5949537f15871ae9,176566.230872,ellipse
1110,Quantum Key: 655e50c67c42adf158d1c2eee9e7bc31b49628fb88debf774d09283eaff145f505d1e6f99710e8ffcb9c7b2c205685c6d6d033f7f7c5767c8943e678c80240f9,164329.735907,circle
1111,Quantum Key: c01d54a5e58ae11d31e81eee23d4c7dee016c03389254bd7dfeefc2193ec642d0e9b6554d9723ca4f5624ae6a814daee2111b74a141a4fbc97a11f0158709116,206396.090739,circle
1112,Quantum Key: e06a306e03d6b9f1da58f79e7b26e2299372e9d809cbbfdcf3f442a1bf32606b7b436a51f2fdc0ccee45667cf923e33f0389a57f3f3a9901bd58437d8cd202e4,260503.689761,ellipse
1113,Quantum Key: b3044d23bb3faaf7c8ab5bcbc80e7b42ba04f490001c96fc09c69ebed2f58053fad8f6589472ace1956ccc6c70b96264e98a5f2434748fe23a03ffeb59a5f37c,124521.664152,ellipse
1114,Quantum Key: 7872255a048961edf7dffc7c94e7c2e7d71255da98a80a9f54f2b73558f0c0fe725b6446d829c3c3bc7c898c5d42a8c060f437cc1498fee77f9117625d8aa4fb,235719.387932,rect
1115,Quantum Key: 3cd88ffcfa394807f647274138350a2916d33210d1d925e53dd320df683cc1a1fb374a9d0e8a976fda10b893da3298fc16366f03a5895c31075afef3a47630d3,267593.113245,circle
1116,Quantum Key: 521c4f30b61416e746802a3fbc4008cee7c9813cf86f4b4d57c71658cfedd76eba20340362fc00a94a94d69fad02f4fa25c046c319b6c8095db8ca35cd33f962,515494.645562,circle
1117,Quantum Key: 6a0013d169dc691327b4b2d33019ff2f0b1f10429f3a5a98338bbb8e446f8214a4d4998bf8012d09139d6c0d0b6ee8b849aff643ccf3661f98fc9b03d42f9194,258898.473631,rect
1118,Quantum Key: e6e9c6b2cca8ea5094ba0b6ec9828ed780f5783a2b64d57125eb296e142f52f37c33bcf8170e589d45181a5bcbd5768fb4199f13b59be23a4b92621af9fcdf64,118207.239543,ellipse
1119,Quantum Key: 56189918d3d0672e322ee334ef2b1a653e1550e23cbc24705b2769ffdf42cb9dc00fff24a4e698f89c8c59f585d5c4c449674e6bcbe04deda59cf86a0ea7beeb,254976.160492,rect
1120,Quantum Key: 845868b3e7b11b25ad21cee713016b73c738f28ce4c1cb9a2082e3a3886ef07b3ec265cb95a6383d7e92ce8297f7f92e8783277c4212947a9ad85209702793e5,170352.299245,ellipse
1121,Quantum Key: 208b9a18f0140150b957130468a3eb93a7f3670b2b2c1effc35c0f887f291eaaee4a352a496a3136d521b732a09f3eecd9be66451d390236fe2f1b3212a8ee46,348169.807498,circle
1122,Quantum Key: 357992284b905096ce35deae60f78b35b958c0a3c22dbbf4f84e792e8ba6bbdd4c460ecfac765f685cf8918cc84d647ca0db72ca4ae7c38f0a581c07e4948132,212740.250087,circle
1123,Quantum Key: fd908142c120175fadc767a7aadfcc1d7f1a3c06ee5bf72f6232c1e067b0be8da5730cadb05383e44763533e07d12d3ebb6b618fe14f0c8c45806d6242b08030,552292.387918,rect
1124,Quantum Key: 5a662fd4f8dddb6c1e024097e0fa9624ddeee741de75492945bb25b02fa9fe69da8a4399a711ce7a2f285ec662136624401023a2f9aa311b8cdd63b864c2386a,544522.504146,rect
1125,Quantum Key: bd2f427a971c8fd882c9ebd7989262cd3f58747c9c93c90c929fc9312ba0dc36439d5b34515eff5218a791a2088e7ea89e15da7f4351087a8eb8f1bc4601e48a,221140.944263,ellipse
1126,Quantum Key: 33082dcd4a87f8be1f6517f755d2d7640521f001ef214857c3d32dce93dc1dc7e420e89f978cbaea1ad199443a4c1283ee6c4c99ed329473c2e82141059567b6,73493.104391,rect
1127,Quantum Key: 5d82d858adc80b12b919bd34478308918c9b9b5d65b8696871e0e03b81e550641352d7717329dbe95c1152c151ac12d29ab88b0d580c40991a07bafbdd8e3efe,266725.544238,circle
1128,Quantum Key: 2b722cb5d75a2b3012249e4af421f00949359fa7c83cd195b3b803a6ba31cd4f38cc7ec9f986fec65d33ee2d7b768ea48e41276d6cd6c25b3432d0c5fd89edc0,36.217491,circle
1129,Quantum Key: dd0d228fe6ca5dbfce38649e189ad8130757c81858c3fbe57b24340448b3102e824ce3e2b77a7638b2b163869289c4d773c96e6109d9e0be70f537697e80179a,144304.522872,circle
1130,Quantum Key: 1b10803d457c54306b1ed0f9e0ca91b343c6fbd87f76e5fd5e16159c1be15763c2fffa7fb37464003bbc00aedb2a4984cadeddeb0b65d9107184dbbea5f85a3a,142364.492158,ellipse
1131,Quantum Key: 35a003558909891a50a79fafb44b23d24c893ff561450427295a373f6a5f54290ffa376232c503c919beeca56cb9f2d770f7c7a7f3c11eaf61d558f9fa60c2c6,179227.503394,ellipse
1132,Quantum Key: 36ed274605ed9f16853b57ec861176bb0a4b03d16144af2bc52a118a8ed21dcd87fdb2e365798cdd2acfa810429b70d70ab1b724273af4d18085e66caa0f7f0d,325816.147217,rect
1133,Quantum Key: ff59572fc434ee87c84d7c96e0a2b9ed2e28a41c3a2e2320353060e3f9e9e0bcec017f3f059e7e4290a4d28ebcda29bb557fc8da9395f704ba36fdb771b4a161,101374.747032,ellipse
1134,Quantum Key: 46ba44e05e066d601c04af7343cf1db2a86403289c2d4fceb1df8c526b52e7f8c704a436eddcf034bf0357da9cb9fd47837788b05fbcee2b0370cb4109a3a17a,348181.640513,rect
1135,Quantum Key: d08e53cae5fffd6dac98b1dccc2f07c8b04ba36290bd44802a04edd65b03fa69d39783f7f8ddfa09815af96017cdcc2485ae3406ac875d9f7dda9102603df3d8,150337.941209,rect
1136,Quantum Key: c84258f4564efc58ec7cffc2c044f24f5438a3fb92357d4ec66b6038411f08a8e4c4076b00a5de8115da2f0d95c4a1cb94d999e605141161dcd52a46b0e0a4aa,508792.460479,circle
1137,Quantum Key: e996c0c8357cc4df739ed31996be8f10ccd8a00b5cdcb1ed92976c1a96cbfb17d8b1f8578611d799ee247e8201361cc08556e3550b0fef6b3a88bcbac7b8c288,129190.201631,ellipse
1138,Quantum Key: b2093b3a1d54766bbedc4f8fb925ebfe15a9a72a141e94835c437645844750792c68bb4297432014520929cdf1adf1da1656c4da36f1ed7d43096bd8d6f630a5,661162.645951,rect
1139,Quantum Key: 7c9528b64410db8af08e8d4613af9fcf7b9f39dd0404a87ac22f4cc7fefcbeb2ed11e618f3e9227a1109909343cb725d044a72f11edc9dcd86c25f3af5f34f68,168205.627795,circle
1140,Quantum Key: 867f0969fd49738309f26e9f5ec303d4e8ccbb21ac0355c0da7fa01e5cba032c565cb433f21288d512d17b680cdb68c5390dbdd8e75c8e3a32d2dc382ddcfc51,269608.874025,circle
1141,Quantum Key: f7227c675c6b8bd849e5e480ff5e283e7220c8b0a1e141785e24fbfc5c01a06918ca5372b669f74d42101b913f41c74395397d7aa2b23b118e198bc0e6644e3c,31496.452993,rect
1142,Quantum Key: 61bf5c411899fa530d9b8fe1d5e69655e7157a7dad8d1d30efef04570802605a60ee16121a9aca7636842a3f83c6e662b0d7e674625bd6d766f5a451d9e99d47,683191.477601,rect
1143,Quantum Key: fb25cc9d7f3e48c9ed4b6eb4883a1e553181d5b76b39173bdcf77ae243bbf6c61c260c2b988ea5d056517ad3a18b00cafc7677c57b4385e246774ec378490e59,414523.808816,circle
1144,Quantum Key: e64564253d0c55f3ad268cb883b2c1a0fae22376fe12fde7efc2e31b8c84ee3c30d915a408af99d7481fafb0a188c930612c0b5ca03ed497dbd35a8207af2eb9,385040.674723,rect
1145,Quantum Key: a4b8c69fb31173c0ed7957f8247e6d1ebd760ec344eaa00d6f742f2e9eb4b77ee3fb05923d14014e86812a814dc577b3e4aebe6f477d0d7535f0eb0eec561d26,315976.154857,rect
1146,Quantum Key: 7361a874a540db581b530091625f592aba0a5d7e1d0559d22fec47ca76fd6cdc71afd317a25d3c411cf87f8af7e8e124c5bb1a9576df070eafb91f2e37f4615d,181479.109546,circle
1147,Quantum Key: ebbf805a1d79020fdf952cfd7e2bc92902cdfc084f5bddd3d2f4c45be4e5590cd03213f890cd6a97efd7e323c5801a524be1783e19fa94ef869ff7a8b7ebb9b2,144274.906312,ellipse
1148,Quantum Key: 5e3b340d3f7f5921cad0b1c07387cc751006c89ba2c4daa1f18e3986106414dcbff64e3f19fe1b9207d81a24cd3beb95d5b358d7d013ce273c82e5a8b36c2935,294676.167781,rect
1149,Quantum Key: 49672c8c9ecbd10a038a769a276dabf15852d23380791d990ded0b2b8e9ed2055e9763abc8f6e37fcaf747238681145804306c673d10b86b356e87834323fd98,213269.367246,ellipse
1150,Quantum Key: dccdddf86901304d5ca86c083029d20fa47d6b21680900df2fda67a9b9d4609eed0cb6b1cc519ce960e4d1205ca79087963409f71e0c56f008fb3bc4e3d7ce72,339557.593161,circle
1151,Quantum Key: 6350cb9dc299fd5f13d4a1c0cea050144224e69ac88dc688a7ccf46b2f213f542941d2ecab7e9a3bde0be72964ffcc504122aa03b8d359beea8da23e7de4a623,494259.263524,circle
1152,Quantum Key: eb78ef6410b1d7f3d0a83817d5c452eb406b14a315aab6f60aa60fc0a03ced2027d4a0c627b9eafa08f5d649c9a5ee0580d1e15121b4da5372d30a306faaac3d,105636.787329,circle
1153,Quantum Key: 507396f31b721d8c17bd809c612b78e8b0768c86525674953a56920b7954246ff1670902a02eddbbba390b92defa83aeff1223793161f798a04fdac7dac98e65,723789.577111,rect
1154,Quantum Key: d93a318c95bf9dfff4ea7b7f1354c64d5fb48737c320e58f5bd765c95f2ff8c0c597b54d38d59ca3060ae1f6354ea9b471c72ff4c8f0d4e9c0db1064fef755f4,189896.843854,circle
1155,Quantum Key: 5cae3ac9e7212e6e99cfd287855aad5c73a8139fdb7259112d92a72215ddd414b05e4daebf1051cda1c6525a214bb412fa1df59a799dbfaf30b9b2b3a5e7dc2b,156980.320393,ellipse
1156,Quantum Key: 1faba768779b9bcdf4a904238ed188e7d9c58213e900f81817328596bb9ceaf4500e33a5c423f42cd43030131787cefc71234cad6f99dfa4d783d53bd1ec9520,229245.600957,ellipse
1157,Quantum Key: f25e02e69772b81a3b892e0c359fb9b2679e9f0e4cd280bbc1c9dc88d1efbee05dce1502d58ffd1b826227f677bf508cdf9b4a058954e55025b1fa6f89461849,308978.755201,circle
1158,Quantum Key: f9462e524babdd3f5a39cebcba31558719f00192db79cb354b40315b3e817ea795c7e1eb35e0dafd1892959ccddc971a1f673cb2d20eb949b004368dde3f43a4,190561.669165,rect
1159,Quantum Key: 740e2ef59d708d919fdb6cb3503a39529053497f6ab3665317a39109d7b4f136052bbb7254765b3fd95a74fd47081838d127ee4996ae984a568f6e4d2d6db4d4,661001.117944,rect
1160,Quantum Key: 7b8991d70f2af47529ccf8351b21b4d8e038316f9d1053c4e9fab056351f7ed0035ae07eefc81915e60c98217dc7b96b4d1112cdc581c668bb5122deda04a06e,134170.501871,ellipse
1161,Quantum Key: d734a604872862669fb9d1cb272c80a3a3462c9e77abf543fcfe2088b59a0c49e1f00a7c75af8da2982aa48d40afcf98caae1a358bab32fef39c7699f16cf1e7,256095.217924,rect
1162,Quantum Key: d8fc5035662520ed32e5b901e624ccef0e8b5ccedfa69c2cc43592f0b0f116e1df58547353358f52f8a75a8eccbd81bd1c4b67450736facea6cf30c66c37d3a4,121441.725271,ellipse
1163,Quantum Key: 2f4fbf12a79b780df17c7875dc6f6a282dd42e5bc519a5ad7c672beb12edc7ed8e31f4bd2941ba47722c2f51e4220a330cfd363ca78093cfb90e585833398dd5,294763.888236,rect
1164,Quantum Key: 64a10fc92e1d25bcbd55567bfb9b5b33e0923896b64559a5e6a235f40a4ef81f29a44621377ba0b743afcfb4bbe1b12f2c929a45141a5f1350692bcfa0bf3575,76249.689632,ellipse
1165,Quantum Key: e103175e8b447718351bfe67f62cfcbeadf15ffa4012706c1666f7c591f986cb4b2e45ce2d4d9ce6fbcbb9b723cffbec3507f04d07617b90c34392da757a09e5,204594.419435,circle
1166,Quantum Key: dfef169601a7a64bf7e67b8424bf2e10552a255253afc6cff3821f7778197bdfa8d803ab9c50754e008977bf2ae921e9950f69bbd9e51e4d76624c23a15fb798,558263.976137,rect
1167,Quantum Key: 096e144bd8e904ce003badd3be94cfe5120a0de15a6ca94bdf51106860f530788554c19c6123ef694c7568c6f391710d2529192dfdb426a5dcc428310119c840,184601.498882,ellipse
1168,Quantum Key: 65196a45242e69fc759cbe15918811b2af11dd733026a5d9408d15b5a141aefe8ba9be644e04fbb9a3782488b6cd57f66b339786c35a52db3b4e6d1f064b4c9b,292190.966690,circle
1169,Quantum Key: 181822348d87992a4b1738ddafb72d553c6dbea3f59e3cb44aec5bafad374eb35cbf017321789e0e23d6d8a50262430a03a5988e1fd6410b1a9209ddc7414dac,185106.052396,ellipse
1170,Quantum Key: c206fa0b994f75c760e8044dab09ddf7ab07023821390dce23083ddfedc60f1e54543b273b3b0dbf7b151aa09925798cd1f896c78e46cbd0e2c9ddd2beebcdba,207625.823756,circle
1171,Quantum Key: 8548c7f4011f236c1e4e58b272956af09852248a4d742568cf724465f5c8898ac70e96fce59d4a716e023eaf738819edc81e486b7ca21f101fb639c1bd056de6,423428.461573,circle
1172,Quantum Key: fd63496a42ee8e6a3763fe28e37bf62a1ec93f1c47f514822694c83295d94d458539ece565b05ea2d746babc16a99e64be1e7a668e4f906f4eca94da23bb436a,411230.499738,circle
1173,Quantum Key: df4eb05216bcf0954f581d862b95ebba7c037945c56289bdb1169afe54ff71f80ae76ea43ed789cc9295996e954c9e11b132bc09926b98b49f51880138933683,111899.305853,ellipse
1174,Quantum Key: 7e7f105d1dd9b37f103e24a33ba394d178af7cdb1659adb54c4e11bb36357624fdc089889b0a16c9b3ba6b5d80638cca02ac6dca178cbb827765035ec0321090,71887.246020,rect
1175,Quantum Key: 17eb909a12701b001034e22c4f551588e1a6208f5f110a3df37662e2119f6ad78f0700a8ccbce568138677df59773cca5d8cfa12b152652b29f73101d8b4ef02,232360.984031,rect
1176,Quantum Key: f98e9ac764432593d55ec6de856f845a5d37eeb9081094fa5d7014d03f9b67660ca562d311de95e0456f6b2422e715d725be1fc660304dc2e7a5882f657546a4,97778.594086,ellipse
1177,Quantum Key: 88fe0058035e002088b327fd115408613d20d9209ae4f2a23d7120573d3aabcc3e08d2d78dbf0780b73bf6650f0fe53f105e90361e912a3ca31e245b1eb8213a,94457.655373,ellipse
1178,Quantum Key: 0f0d7ec54651b0afa77844a75d5d1e27133ebac0fb91814eaac8b9815fcf58218a10b15191ba97a432002c642396a12b883de6fb90bbc9f32d6bbafe1b5a6303,78878.167824,ellipse
1179,Quantum Key: f28460b7f5e1f7812f489830cd222ec2da905927d9d1b060d1a71da76c48f5b28c4944dfb1b26f1a6f2392a6e9ec7434b17f2ae70c1b3a606b9e54265dfe1c52,361611.509574,circle
1180,Quantum Key: 26fc16e4ade18e0945f98ff09417ae748605fc15ed8da762b5726f8993e9a82b8b4e4a20bd495bb07cf43d8130ac6ce7b5d107147e7e91266a6bf6e714e0d899,34713.257406,ellipse
1181,Quantum Key: 398414ea698948c6611031f469f7384c9c651e6e4ec8b33aefef9e6365520cebea78e604cdfe9cb8666f033dcda78ea3b6a38c733943470cc5ef1eb33d73db5f,19503.034986,ellipse
1182,Quantum Key: 2fc5caf5927e33117e3b6b32246d55b2b25eab29bb44ac2ebcaf6fe7160eb3b21810970a29bcb918b4efe499b8da19ef8be896ce1039dd07da29a493e6d8dd06,264806.818005,ellipse
1183,Quantum Key: d738ea31e094bbcc55037b1614213f328f4dbf7eac7eb35e7ec6028dcf4605b2f3009cb0924d73ba61b02d5169c5f84924271339cfefdd1d55e9a2534b876d97,249540.686964,circle
1184,Quantum Key: 41a367b1274e8103f5579241ee392c46434a482a400594c9dbf15c19b350ba828cd5761dccc3e1eb626ea58ca8ecd67830fe6bd24b04d4ff1093c5f1c09e40b6,47442.234188,circle
1185,Quantum Key: 0238abc022ac4ce8c9f7da5715f9db3953e2c55e410bceca1b3daffb5d455fb92aa714db964b7e1feb0f21cf0b200a6373187d0d45a6398d9609fe1f301616b2,264893.781046,rect
1186,Quantum Key: 9b8084e6e0db192d91937c240ebcd7ee3dcbd4ede069e039e9d87a4dd6a42eb74e891aa372a24de77c2a8eccb9ed6786f269a9c6d606b8e4d1185d3e2f7df658,87512.497035,ellipse
1187,Quantum Key: 194b8e0d202aa7d45d58a9849852b6bcac2424de76694b30f8d3c09da988aeb8559492efb52539ab418053b42025f6f11f425c819c1b89f3410e7e38b83f16db,152405.159057,circle
1188,Quantum Key: 2ce6b0626decbf3d3012541fa2e21e2cff1f81163ae5afc28f3d36face330094e9bd3e1a7a42446cd3bed2c42da56461027caa1f7e28cc10f34ac0a2c963596c,342584.374811,circle
1189,Quantum Key: 1ca983a6d5f81c1ea1b62ee8ae9b0e8f275b9d9061b134ee254cdf6d59dd233260ee74847f4cdd0823778bcb4ad899a126046e4f23c3086d2c19053997fab787,85886.980084,ellipse
