ID,Key Generated,Entropy Value,Basis Kind
247,Quantum Key: 3c1bb2250ea6b1471e8495bdea9c52b3ec555e68c2086608622cbe21e2389523,Entropy: 1.69 bits,rect
248,Quantum Key: ee8abf2f3ceb30bc60e06dd425f1cb8da910c13a3b8f55202a296e0c5369ce64,Entropy: 1.51 bits,ellipse
249,Quantum Key: ed88d192d613baabcd63cdccf5485d037bac1f99b550373d2346202b6ab33367,Entropy: 1.53 bits,rect
250,Quantum Key: a19fe9945e37425facb7fa5a6b0103955effbc8f873b894e29b13155558889ed,Entropy: 1.40 bits,ellipse
251,Quantum Key: 002a5b77fe23776a3b74d0f9ccdbeb8235bbb87acea62f3f7079d7dfc80b00bb,Entropy: 1.61 bits,circle
252,Quantum Key: e844a702eacaef737aca4bf8bdf895a9440d6145567d05ce546c3ca1de206d74,Entropy: 1.47 bits,circle
253,Quantum Key: 8e73239446ac23da91604be8040f6d1cb52c758a265b56053c883f0cd649d062,Entropy: 1.60 bits,circle
254,Quantum Key: 3730bbcba2fee6142207176c87c5fa5c34be504f9ad4ad45af30ba9ea9f5ddcf,Entropy: 1.68 bits,circle
255,Quantum Key: b0e82be6ad5a90f36066676904e7fb694904df8343ccb286613a158a08ea5e66,Entropy: 1.65 bits,ellipse
256,Quantum Key: c7559c90ed90213f6aa009072ff09db242bca2b9aca63b4e2492115433251b38,Entropy: 1.62 bits,rect
257,Quantum Key: c9391e96572a0f3a3a1f76349e163baf8af908b7acc666d1967129e8aa02fa57,Entropy: 1.64 bits,circle
258,Quantum Key: 1564b61290d39c00d305b63d690a3dc76d22509877506665d74e7a9c6e816ced,Entropy: 1.66 bits,circle
259,Quantum Key: 7427a46c132f56b883b470a5f651b35920e935a6ffeb235944c76baeb64f09dd,Entropy: 1.59 bits,circle
260,Quantum Key: 579e04a36589d158437a1a7520cd53aae6e6361a9d10e7fb01463eb8627a0aeb,Entropy: 1.48 bits,rect
261,Quantum Key: edab809f8cb5ff2f6ae44d1a07a0aa5293f25e7669926d4e1ca01f4db858d4ee,Entropy: 1.53 bits,circle
262,Quantum Key: f0f66d95882d974245da0b483c92610f8887d46709a986aabd3d1cf7907507b9,Entropy: 1.48 bits,rect
263,Quantum Key: 11d0a64b7fc29ae5116c1171dd9426d446617397a91f0648b13bc618b62dda2f,Entropy: 1.61 bits,circle
264,Quantum Key: f38b085a34eafd8474a7906bdc1b33c90d0d125c80f3ead0184fd858e6aad3e3,Entropy: 1.66 bits,rect
265,Quantum Key: 6da36adb11d9522e9ad6053df186d566bab387ba188eed41a694cfb157bf2796,Entropy: 1.58 bits,ellipse
266,Quantum Key: 5982b6caf30a39ab2c9ce64db4a0c134f87cd0794c2f4bd8144bad1049c5087e,Entropy: 1.55 bits,circle
267,Quantum Key: a97fd6a424fa348b0a4c3bb9e1e1a09a3ae69a7c6c864064fdec8c95bb9e78d3,Entropy: 1.91 bits,ellipse
268,Quantum Key: ebcba891c236f3c64211d508ba623146e808c6a815784285abb98314ce556e5a,Entropy: 1.68 bits,rect
269,Quantum Key: 6f209d46832ef75eed925d974faac1ff7752607994b968fdcdaf3c52fdccc3f6,Entropy: 1.51 bits,rect
270,Quantum Key: 9e9662fd066e749e62cf9c4f2c4ecdcc18b29d425aa5498b96bf0acd65ed638f,Entropy: 1.52 bits,circle
271,Quantum Key: 294f7791b54f4519f420aaff143a8ea414aa41ee558d73a2b163050b8178b966,Entropy: 1.66 bits,rect
272,Quantum Key: c6e58fac86c9fa99045277090dd64cf43e988a878c5ca4aa148bbdbef78ca600,Entropy: 1.51 bits,rect
273,Quantum Key: 2dea831f332f2704dd65c138a366356131f960a144c27f6673015eed52fe2b10,Entropy: 1.71 bits,rect
274,Quantum Key: 17c3279c2169d48d86bf3aad05382fdab01e9a58b8999fcfeeb47199beebac89,Entropy: 1.64 bits,circle
275,Quantum Key: 40668980e8cc4b5b1e02831795e56030d02dc06f4fa4e7e32b3dfff3453debb3,Entropy: 1.61 bits,circle
276,Quantum Key: 4f6bd0d389be4b888b0e14e72f4e63e461acc27adf346ca059b5205623f87942,Entropy: 1.55 bits,rect
277,Quantum Key: eff8ee74dae50eb3e7546f15175e7b02cd7d1b03790509791827e42448b4558b,Entropy: 1.62 bits,circle
278,Quantum Key: 1695f4b34f3d2f4870cd189602bd0a2276eedae896478d4156f8a2a37a8a4d61,Entropy: 1.61 bits,rect
279,Quantum Key: fb34dbb345a244609f45502176d544b0bc8afc923c721c945d6a2e3119616b2b,Entropy: 1.63 bits,rect
280,Quantum Key: f1f5c9e582de7b73143c7e9a0de43b1f85b8d273cac124070bb346f469b7f8bb,Entropy: 1.52 bits,ellipse
281,Quantum Key: b2ed13062f2b40d308ebd72d76ba6ace9ac2c4be4149a46ae9d491a6ff00a89d,Entropy: 1.49 bits,ellipse
282,Quantum Key: 380b76f583070177030e9f4363553ec7cb2a200bd5ba7080a7b13fc983349572,Entropy: 1.47 bits,rect
283,Quantum Key: 57d5dc6962af47e4ad16c1cd669c88d7ae9d8e3a93c28fb0c9effd12f7ca2759,Entropy: 1.46 bits,ellipse
284,Quantum Key: 434a1c2cd1df9c98e5dc998176b14278e63ac141a89a07e693b67e65651badf8,Entropy: 1.61 bits,circle
285,Quantum Key: dfbeccdca8340e2ac9b7566668667e601aade40a1077a6120fbf7b9461260e8c,Entropy: 1.60 bits,circle
286,Quantum Key: 21ec5c874b16317f6762290350fdf08307be0a5facc7b911ad2cbb44181480c9,Entropy: 1.53 bits,ellipse
287,Quantum Key: e90c5406631ccaf1853d9a9927ba1b079f5e8579ea2b8a30329e070f7917dc5b,Entropy: 1.71 bits,circle
288,Quantum Key: 92ce713b20113cf4dc66dd75ecf34c16f009fd64e54f6c69d0732bf98eb26fcc,Entropy: 1.64 bits,ellipse
289,Quantum Key: ba1ad5d096eececfc3e0f2b5923d1417e892a2d8d93c8eae7fc963e437ef398e,Entropy: 1.66 bits,rect
290,Quantum Key: 68a5cae534d11475c3ab3ef876036165a3d9c8ff2221eb056a6d894f00a48eb4,Entropy: 1.77 bits,ellipse
291,Quantum Key: 1487450bb55017d12bc80f899f11a3b8395b9b22e79e1a8f7eb04e0cbb0cf069,Entropy: 1.50 bits,rect
292,Quantum Key: 171b0e439d470a870abe89c596006241aba2610dfceaeaefdf93719bed027128,Entropy: 1.62 bits,ellipse
293,Quantum Key: 232ed0035cb8d3153b031492b82fa09a234f11ac9bca509c97af6627072be106,Entropy: 1.68 bits,rect
294,Quantum Key: bb6c5993fbfd0c282905cf6437a86a2ed421c2a4b2f885db6bd430049504b744,Entropy: 1.69 bits,rect
295,Quantum Key: 13876c33c0f209e778019566ccc619ab5f81f1f52f185c12be79251a2bfb73f9,Entropy: 1.55 bits,rect
296,Quantum Key: edb60f17a0145c07688b9e5801153072e8340420d7a15775dd23dd549ea3cf05,Entropy: 1.52 bits,rect
297,Quantum Key: f42e1745bc72b63bfdad45399942ccfbd7dc5828e9e29a6f49502c0de773d756,Entropy: 1.55 bits,rect
298,Quantum Key: 4c30df83f47581555f2b0cde5f8b0ef31cf09d9c49064b82faaa3735a8acaa76,Entropy: 1.63 bits,rect
299,Quantum Key: fd7acfacccd5e48713a6837ba750d9ffefcfdf743374f3a784f710d87ea886b9,Entropy: 1.68 bits,rect
300,Quantum Key: 19cff6b9ca60fa3e43e03cd6f9312d14209492bd11236d46982a6ed8699f9e82,Entropy: 1.53 bits,circle
301,Quantum Key: f2019d21a6b96f5216a31d4f22d985091d6377617fb02a4b05b02f70b52ea122,Entropy: 1.70 bits,ellipse
302,Quantum Key: 38ba5b0a045f43632ea45fa0a113eb73fa89d4e690d862df8223cb2ca7614665,Entropy: 1.60 bits,ellipse
303,Quantum Key: 9ca8f7fea02749f38ed86a6a71ba6ac15c4b3b677231c8d72feb116d497b1f6d,Entropy: 1.54 bits,ellipse
304,Quantum Key: dc297c0e93ab9676147ea114d1e3b966ba181571e8b35c7c5561a16c5cc7afda,Entropy: 1.51 bits,ellipse
305,Quantum Key: d3bc619eaa36a930667fe59088e61442a693590a725f1e25f0adb77b6065d687,Entropy: 1.34 bits,circle
306,Quantum Key: 430146f58edb9f5d00cb0d321e626f0c30a031d9b6eb6c503007b072151057a1,Entropy: 1.64 bits,ellipse
307,Quantum Key: 01dae866f4dd29a2c651912e36d2ecb354d08681db80495526699a48a415cfac,Entropy: 1.50 bits,ellipse
308,Quantum Key: 3c5e3ffc9ac2e7257dc21561c1b658fb522a7f08f676d35307b6557898a02173,Entropy: 1.57 bits,circle
309,Quantum Key: a04d582bb79625cec324d545e8904619304b57ff43c654d74c924b1b0e2f6c35,Entropy: 1.65 bits,ellipse
310,Quantum Key: d03757a9f7335344065118bd51fa9caf4bbe998d9555dc1df4e68e109da93f0e,Entropy: 1.65 bits,rect
311,Quantum Key: 0fc5f21cc032323de29659e39b6dcb8de241019d3e8a6cb6bc3ed0c707d24cad,Entropy: 1.21 bits,rect
312,Quantum Key: 158cf00a1cd3e8d14fdef46c4e0b92dafe781c629592732c0bcbd5c735846b1a,Entropy: 1.61 bits,circle
313,Quantum Key: d740efba8fd5d837c5b506cefdb26da1e7f7989dad55f68a1b5287102f416839,Entropy: 1.45 bits,circle
314,Quantum Key: 9516f3494b06f4175789493028cc45512e2bc20de688c86573127a91245a221f,Entropy: 1.71 bits,ellipse
315,Quantum Key: e629eeaee4451fa0c2eb90a5a65a0a369c246bf8741248a27f09b10fb141967e,Entropy: 1.61 bits,ellipse
316,Quantum Key: 74bb29600cd9eb6d2c114b9089ae236594ec47522798110bf34f6846ba7f966c,Entropy: 1.47 bits,rect
317,Quantum Key: 251122909d083fca28ad70c6ef0c81ef01cd7121dcb651854049cd263d1561f8,Entropy: 1.62 bits,circle
318,Quantum Key: f3157528d158e07d93afcf455e69c2a73ac50fc2d8e6732ec3732464e2b86042,Entropy: 1.48 bits,circle
319,Quantum Key: 0df1460cf5de70c8f3888e7b5cfa76d2389c68a510a9e1d6f5f275a63613d1c3,Entropy: 1.65 bits,rect
320,Quantum Key: 0926ba3f3ba744f932f2649c3ace5f417691283499820d231e4b13519bc6b3d1,Entropy: 1.65 bits,ellipse
321,Quantum Key: 966a8e56ad12fc6d38319adab4d172dcf7650795e268c1ed6133895a547537cc,Entropy: 1.59 bits,ellipse
322,Quantum Key: dcd03eec8da3663cc1e78fa514f8956207abba1babb7b1483529f52ee3396840,Entropy: 1.51 bits,circle
323,Quantum Key: 11ff9f0904ac3808ec6a9e454146ac25512d204f99d29020374e60c77d486e45,Entropy: 1.70 bits,rect
324,Quantum Key: 72e7ed095b200fb5e4ff5d296f6f599f09d868e1c302748918801d52c4db70d7,Entropy: 1.58 bits,rect
325,Quantum Key: 9c09cc8ac7cfc47a89ae7a638f8126d0d3891d751f4210f353f31639e0510213,Entropy: 1.62 bits,ellipse
326,Quantum Key: e20cbca51ca86d7975d77d7dab6150008894f9c54537ebbe50ce88efd29c2d5e,Entropy: 1.63 bits,rect
327,Quantum Key: 605332cf335365a229469ef20bd3c7b940e493f0c9d445c968129c0d7c2ee8d3,Entropy: 1.71 bits,ellipse
328,Quantum Key: 51342420e7bcfc80debd26745314de109a2218828a0563ec60ef3e9362b93d4a,Entropy: 1.58 bits,ellipse
329,Quantum Key: 105c2ec9a5561c822132881b6a4835e8acb85db7537b29f05c8a1c084d140029,Entropy: 1.71 bits,ellipse
330,Quantum Key: de1e0fc9bf1479daf7241e2c2367797c75a84d585bda33817fba88780653322a,Entropy: 1.48 bits,circle
331,Quantum Key: 9782160abdf8a9e416320b1df5f67ed77835c3952b0677e2034771c024c6fb09,Entropy: 1.55 bits,rect
332,Quantum Key: 1a9a130ffa4dd9995e2f954a1053ce8b700d7c9f995ca99001db8c2e623c82dd,Entropy: 1.62 bits,rect
333,Quantum Key: ca262bcb0c4f85c9deab0258a5ac015381b807039ba9c52f375b6c79b0f20622,Entropy: 1.67 bits,ellipse
334,Quantum Key: 265eb6a89537ec6a0da4a067c58e264ae2bb15bba62eec657faa69e7b7c1b217,Entropy: 1.44 bits,rect
335,Quantum Key: d2f89feaa2bf41eba58e8616ac7263c7f8c91e9ff79db81199e3f4f96bceb7e6,Entropy: 1.43 bits,ellipse
336,Quantum Key: 8c85a6d9b2348c5bc8a9f21f6d16ffe05d337bffeacb334af4196960213c6fb4,Entropy: 1.52 bits,rect
337,Quantum Key: 200cdb2c3cb03ca9627f82e5a30b93f0ccbf6b994c483b8fc93b4c2315b2a334,Entropy: 1.69 bits,rect
338,Quantum Key: 9c46c769036486beaad5bb3964dcbe1166939ba6ebdbb973d0c787035e5709f5,Entropy: 1.49 bits,ellipse
339,Quantum Key: 29b53367bcb3cb1bebaa297d6b429689beb6c0775e1bd735922e360ea2fc539e,Entropy: 1.60 bits,circle
340,Quantum Key: ea1b1318175498ccdb1da5ccc7b71c025bf64de022a4256b24b97c817e29146a,Entropy: 1.61 bits,circle
341,Quantum Key: a46f4d8a2d9ab929058d88dabc61d534ebbd59b47131c89b9b6e588dea7bf6da,Entropy: 1.47 bits,rect
342,Quantum Key: d57443d056d823dfdd27525d472ae71b253c582a1ec7ecbc68961a6bcf4bcdae,Entropy: 1.60 bits,circle
343,Quantum Key: 607a7d2ab88846d715bb105200dfac5d793fdb1e6ac7449125a9df76914a3465,Entropy: 1.72 bits,rect
344,Quantum Key: 9bcac3814c9ce39c7844b9b5edaa7860ac2b58c6267944c7fac9d48bc9e7fad8,Entropy: 1.44 bits,circle
345,Quantum Key: bf3d32b7bbf73acbde5951e8e59a29672ac61a39cf5037bcd2e9209c4f60b764,Entropy: 1.48 bits,circle
346,Quantum Key: acaaf1fcebaf16e6bbf9d2b2817bf5b387585cc4b341094784a1f8bdaa5d40b5,Entropy: 1.64 bits,ellipse
347,Quantum Key: 3e200ab25440c22f4b2231726287573f9b9c7ae205462b8ef1c7af924520caa5,Entropy: 1.53 bits,rect
348,Quantum Key: 52dafa2364c8624baf36837b253f48b3620cddab11a29db2b3ea185c03c1f28d,Entropy: 1.62 bits,rect
349,Quantum Key: a14e32bc3445d5c2c0bb6be84f87234366e4ee4348c71c2c434d618c26b90a25,Entropy: 1.51 bits,circle
350,Quantum Key: c9b2816bb108b0c303c7ddd1817429bd1a9018496ef4552fa5b33aca52012b33,Entropy: 1.78 bits,ellipse
351,Quantum Key: 0a2b469c65b11a2d0fe55fed471876c630f75cb6a8ca9aef541629883ba5e3bd,Entropy: 1.70 bits,ellipse
352,Quantum Key: 38b1a5e37c35407994ec423ed52a2e834acab396fe59d843d365b808190af018,Entropy: 1.66 bits,ellipse
353,Quantum Key: f7190accb4fc9182b17f4c834b244c4d716c8333bf52015769f28f733578e951,Entropy: 1.48 bits,circle
354,Quantum Key: 6008787c7f4fd034386d41b571955fb9826062cdd06384c8822c0ea936ee1baa,Entropy: 1.65 bits,rect
355,Quantum Key: 61f6309e15a8cae0a7374dc7555b52525c3d5ecdfc7c3c2ad5f4ab68a0514cb8,Entropy: 1.64 bits,rect
356,Quantum Key: 83473db93aea30052e22203ecb7b9a68a646a6d8eec80bf1f4a0fe51d454c1ed,Entropy: 1.57 bits,ellipse
357,Quantum Key: d405ff7d0462e185aeadd51a4b3f844b053eba492b8e1bbc2978dfad1ab8c6fe,Entropy: 1.61 bits,circle
358,Quantum Key: 8f04713b506df3f510a25f17dd42c20130288c9ee81ca0bd6efcd8b9a584ef83,Entropy: 1.64 bits,rect
359,Quantum Key: 0fbdb6732e0336fe03aefb5221ceab2c4a9ccc3173608ca815a10d8efe33c978,Entropy: 1.60 bits,ellipse
360,Quantum Key: 3122557c2a56c70b34ac967b2e27060bd80c8718ee8dafb01d2869c9d14f2f0d,Entropy: 1.54 bits,ellipse
361,Quantum Key: 294d9b54e3f6ff5420f390829192853f4b1eda115114d9ffed1b60965a10ec0c,Entropy: 1.53 bits,circle
362,Quantum Key: 28d0791ad08ee4fd46e2a131108535008a939a2164f2b591eb00b9e6d392334b,Entropy: 1.32 bits,ellipse
363,Quantum Key: 3a6b1c03005f33bc005ad8dac6c5c954a2633511ddeb32217ae89272c7b28242,Entropy: 1.54 bits,ellipse
364,Quantum Key: 9b2297b957bf21d036ebbdb36b2c0c872f2cf3e2bdc78b0046bd6bfea9f0b1ac,Entropy: 1.48 bits,circle
365,Quantum Key: 434f55f6a15330ab81007c38456b1d2740b7cd0cd94810bbb6b447003ef086f6,Entropy: 1.51 bits,ellipse
366,Quantum Key: e7c510e6e2ebb0dc594ac464918c7336e8c6b31f7764b1ae30a173eaff8ded63,Entropy: 1.38 bits,rect
367,Quantum Key: 43d597dd6b690d01063a8d6d552354fc38f3923559972514c56a9cbcacfdab12,Entropy: 1.62 bits,ellipse
368,Quantum Key: c6bdf95eb528a41140cb0bbd84b376552285d1da12c802066148341ea6a8b420,Entropy: 1.59 bits,rect
369,Quantum Key: 5965bd5be27a1c47f0475bfafb0a730fb182f6ca1944803f88cde626d606511b,Entropy: 1.57 bits,rect
370,Quantum Key: cbb22380c774d78220edfaf3d31cb5c5f5b9ee122a15711be4c0a572ef3f1d55,Entropy: 1.56 bits,circle
371,Quantum Key: 55ff7f2147690214ff5e252738fc02546170ef46dc6757f0e6fbd259076726f0,Entropy: 1.60 bits,rect
372,Quantum Key: 3fa56435bdedf7f86d9243531c96fc39e2ff3a42fc24a40fa7f44c993f372462,Entropy: 1.39 bits,ellipse
373,Quantum Key: d8689174d8f9cea6629fe24578bad4beeed3a22ea08cab4fe16ded910ba2224d,Entropy: 1.43 bits,rect
374,Quantum Key: f47a6b5f7140f73b89c565ff3fe49d5a2d6c5baacf93b2b9f709a517fd5260bb,Entropy: 1.51 bits,rect
375,Quantum Key: 2f862f84d50338c6b6eaef8179fa9fef6883d5a83a4f958f7d31ae0fd20c762a,Entropy: 1.59 bits,rect
376,Quantum Key: 99c79bf4d084f811397cf4d8ecf46ebb5554d4a22360ce7c52543b4ec0cf1411,Entropy: 1.31 bits,ellipse
377,Quantum Key: c2ec2811708b3dbd393987d715cdb1790c8868f41e4a51f0a778faa265f931dd,Entropy: 1.48 bits,circle
378,Quantum Key: d4f9a9c917159c254704afb866a061d1e7035b09268d208e1472c97bb5e07e76,Entropy: 1.51 bits,circle
379,Quantum Key: 5c68c266195d11cd1a0e02c4ac004039fa7dfdb70d6a2ea671b8dc67860e0baa,Entropy: 1.42 bits,circle
380,Quantum Key: fc5a95fed2a7e9df0942d9894cb20668c7375735317ed318dbd21f741fc91165,Entropy: 1.39 bits,circle
381,Quantum Key: a8170e133cc34ee149ab6851c329f658817c43b16b7061bdb1595c5b5e125c2c,Entropy: 1.60 bits,circle
382,Quantum Key: 99aacac9be597f35d107b8bc07638ab7a21df2fc03b047fd653ee1790b194646,Entropy: 1.58 bits,ellipse
383,Quantum Key: 5d19543e9aa32d2f7c790f2ba8e9df07f72cb244be7841a8d34d576e2dea658f,Entropy: 1.54 bits,rect
384,Quantum Key: 8e326393b126cf2d73e09ef5273f7ad2e7b4a328fe303990ade83e67216346ff,Entropy: 1.44 bits,ellipse
385,Quantum Key: 6b3920b2ec3deda70d5febaa24bca7265922f3041c271bbb5ce2fc7c613bbfbd,Entropy: 1.40 bits,rect
386,Quantum Key: 03a42926b0693d3adf558a0ef6ac6717eef4e21242cefd8f8bcb292eb0f94c08,Entropy: 1.57 bits,ellipse
387,Quantum Key: 15ef26e91cb8f4457f592a3c7383fa9ea0edbcb8477c76412751dea7a60ff531,Entropy: 1.72 bits,circle
388,Quantum Key: f1970bcbcb2bf9f6895a0102a32f85f54d9ece8855a19c6d06532e80aeb4f5d0,Entropy: 1.46 bits,rect
389,Quantum Key: 3571502c545de6c976de2d3aa07e011a1fa34c551ba02e7d0158b078b4e81e49,Entropy: 1.58 bits,ellipse
390,Quantum Key: 58ff0ade6394fa7d55aa5fee7ca9f80bb01bc065a69ef76c0845891ae79b3fab,Entropy: 1.45 bits,rect
391,Quantum Key: ce2167b1cabc9d3995a57f27f8be99928f61715ea3617c417487668684175cbf,Entropy: 1.45 bits,rect
392,Quantum Key: 4e619c993bc1745b9fa6800576ea2e294532d0dbf7acaa339c0a4db8a507c40f,Entropy: 1.53 bits,rect
393,Quantum Key: bf98171088e2bf3f2aa0b10edffda523baf1d5094d7bd25e357a0faa8c8e7aae,Entropy: 1.60 bits,circle
394,Quantum Key: 15aad25a5e4a711c57eedb0439dc225ff907f5ff802ed7080d4520357de0bccd,Entropy: 1.46 bits,rect
395,Quantum Key: dace9499302bf502840c83c221b6dde067170f18b7e1a82d5b870e6339bc6b5a,Entropy: 1.62 bits,rect
396,Quantum Key: da5bf7fd2b2bbdb98f164b45af2decfa39383bdb925acb4e0fdc8d2654b680c9,Entropy: 1.60 bits,circle
397,Quantum Key: 61c4980854ce5c47c0b6216bcd1c5b7c71c06c35d886c55a984d95c075bb67f2,Entropy: 1.56 bits,circle
398,Quantum Key: 4257c63276c85bb82d66649d883b46421c685caabc8d20102ac3110cabb6d5b7,Entropy: 1.41 bits,ellipse
399,Quantum Key: 7e123b568388c8ba8c1e444b2e687ab2745f8bb3fb6a14dcc518d64a22945c5e,Entropy: 1.37 bits,circle
400,Quantum Key: d04a37ae886182c20022823a961b8fff3e09d365f2bb6b01dd37ebbaf2bfeb00,Entropy: 1.58 bits,circle
401,Quantum Key: 7b7789c153230a36b67112f655ee3f55a3bea8ed804b2a381272f90630c51490,Entropy: 1.43 bits,ellipse
402,Quantum Key: 144489e58dd30b745d3ef67338d5ac3cc8de5625faa6bcd2b4523dc5fcf2b3ae,Entropy: 1.58 bits,circle
1,Quantum Key: 8a7ab6466a595954f5fa398f6b6ada5d019fbdd36e1fbcdb4d453d37f4acc820,Entropy: 1.68 bits,rect
2,Quantum Key: 9a1891be738273741e00b920a0f369284af1f454cbc7152745e56af5ef90de95,Entropy: 1.67 bits,circle
3,Quantum Key: fc7ec1346f06b8067071de4e8ccd6cdafec97267a11839feeecc0d28b50b9f29,Entropy: 1.64 bits,rect
4,Quantum Key: b3f0dc2cfc9a7af48e27be1523e200a95bc8e879654e517e5185249c9a2a09db,Entropy: 1.60 bits,ellipse
5,Quantum Key: c091a9dc046961e7f32a2b310f64798b7528c9e818180c5a8cbf4b4224be63a7,Entropy: 1.68 bits,rect
6,Quantum Key: e596ce17991b45db5991798812c8325aea25c9475ef55ce3a9d3777d772e371b,Entropy: 1.69 bits,rect
7,Quantum Key: 7f98b31599de5c5b010b9368c656f3765d76514beddcba2bf9c39ae7c3ee4900,Entropy: 1.75 bits,ellipse
8,Quantum Key: a1eb9d8d29c2d2d9cf3570d794b9e48ea664010eb42c7a2f9415d80a58eaeba8,Entropy: 1.61 bits,ellipse
9,Quantum Key: 8a54701526e83c7a9b32286fd58933beabdb5fa5e94dc234d1cbe6e9c22d9ad9,Entropy: 1.64 bits,rect
10,Quantum Key: 1019a1c32aa56c7f3b5682c8582f432fa33c27b0dd6b92dba11774efc4fdbeb7,Entropy: 1.53 bits,rect
11,Quantum Key: 17e4b918a03bd60be0a637181cca2d2803d8e2eb22863b72ec8e7b5a29832ef1,Entropy: 1.61 bits,rect
12,Quantum Key: 680516d85d5eac58846d7aa38406fa60b4f056a41330bad7294f98955c7e8092,Entropy: 1.47 bits,ellipse
13,Quantum Key: 07d3d2927495acfb4b9f3e2435570344d82e89b3de9fd27dc98bb13f4aff167e,Entropy: 1.56 bits,circle
14,Quantum Key: 3126cbbb875b856b65295cf599e0d478884a607cf3154fb4e23cf759109f41bb,Entropy: 1.61 bits,rect
15,Quantum Key: f82a9ae7cc1a63a3e6758a487ee9438abd76e19c7d1d24529c5371ef0ef66b13,Entropy: 1.48 bits,ellipse
16,Quantum Key: 0564939d7e3e50df0cf50ac9f93e0ab75e7fae102d624819d9e0c1575befb472,Entropy: 1.40 bits,ellipse
17,Quantum Key: ccd55d32d5efbda87b1f56565c1b02ab3e98738d90343f8f66904bb52cf09295,Entropy: 1.49 bits,rect
18,Quantum Key: 62c416b5ef2e7fcf7f4943b016fba8bc36db700c64fa075175532d7b05cc17b2,Entropy: 1.67 bits,rect
19,Quantum Key: 2beef2c305ecd4f1d42480b684a0c4932ae407be64058d0778db253797a9ebd3,Entropy: 1.60 bits,circle
20,Quantum Key: 4cb571e7ca741cdfc9e603eed5e0e757703e325e4856f8939e4ef653fb0719fb,Entropy: 1.54 bits,circle
21,Quantum Key: 50bbded6bde58e8982ae5c4ab4eacb90a4ba4d39de609805996e4c51473f6313,Entropy: 1.51 bits,rect
22,Quantum Key: b13bdbbf0f7cefb1078c213d3cab170546c8cb1e27a9a8a94d8ad4d70ab192b9,Entropy: 1.41 bits,rect
23,Quantum Key: 1e9f5d5563611b85ccd68fa22062186bf00345df3cec35dd9bdcc51656d1ae9e,Entropy: 1.53 bits,circle
24,Quantum Key: 1ec49376b7294e2f2e381dac2b8acedaa23a25e27d11e5f30cb046ca8ef4636b,Entropy: 1.54 bits,circle
25,Quantum Key: f33c23f3432c8f5004ad6d76fb9a49cab0ae2beca65cad71b0d2c4dfddd6ee90,Entropy: 1.46 bits,ellipse
26,Quantum Key: b91dd2913783dc1f69f9948b04e9cc52641b9730b1a41cf77ad6113206d0f0e8,Entropy: 1.58 bits,ellipse
27,Quantum Key: d9f2cbb1c111f39b3ae059f033e946947bd2687436852cce613f9342bd52009b,Entropy: 1.58 bits,circle
28,Quantum Key: 9ad8cf6f84217c23dbb8d38d7170e26fe26fcdd12d1639961502cff5754d8f0a,Entropy: 1.62 bits,rect
29,Quantum Key: f01476bdc4c91565337c0e77c05a8943335c2cdbe9ca0dd01139a9838979f04f,Entropy: 1.53 bits,rect
30,Quantum Key: 1ce251edb42eb4e9356308eb189d196a0c228a71b2d4328d265a5b9b44faf23b,Entropy: 1.67 bits,ellipse
31,Quantum Key: 38b45acfcab8bd877a56b564951009bd83823fc1c7f7a97d40dcab1211e795ae,Entropy: 1.56 bits,ellipse
32,Quantum Key: c86333928fda4ded80d393e98d86269a3679b4af022b0b4229057aa708e97571,Entropy: 1.53 bits,rect
33,Quantum Key: 8e93676f77fdbf272290933a3a720aae0f9491c59c8de67848fa6adf149470a8,Entropy: 1.51 bits,rect
34,Quantum Key: 425b67481d4c73f75847a72b94f36e62e4b60ae4d4ffe8c1c67c37b29597226c,Entropy: 1.52 bits,rect
35,Quantum Key: c0783db92abd7829c48b60ab8b1232814948cb7c1d08786bf7744093a6459851,Entropy: 1.74 bits,ellipse
36,Quantum Key: 29c33815d771821996b9442bd2bcb73909ffea43d1992f157f988ade0af5e96a,Entropy: 1.50 bits,circle
37,Quantum Key: fe1bc2204545fa1e6443165eb5fc3eb11934c868a7f3212cf02d5994d98f1dff,Entropy: 1.52 bits,rect
38,Quantum Key: 9087027aa36d07ca44acf478724d4970373e182585422e8e1a2c3fa9b6516684,Entropy: 1.59 bits,circle
39,Quantum Key: 0d308054a64c71c9d300027039e365edb3f4b58bd1d4c6ef9d03948c43d10042,Entropy: 1.50 bits,rect
40,Quantum Key: 29586629031083d27300587cb1315e7091a9503ace4d034e8a26f2498df7b352,Entropy: 1.63 bits,rect
41,Quantum Key: 02ba60662476fb62c5e9777cd3934aa778accf2ea3e17a983146cf98703e205b,Entropy: 1.58 bits,rect
42,Quantum Key: b8e30e558a72eae04f8a0d3625b93528b845f004f7851e2c38dac77710584ec9,Entropy: 1.58 bits,circle
43,Quantum Key: 438ca7976dac1c48f6dcc359f4bcc87ab694d90e6acb6bd1db4980be5a6ec4f4,Entropy: 1.54 bits,ellipse
44,Quantum Key: b1cab7c8e1be6035bdf0367b16fafca33d97568694441723323780530074b14e,Entropy: 1.60 bits,rect
45,Quantum Key: bb3efebbe6f77dce97be88e8b86ad42a47bd8745f4a8728178eb0a5054e5e46d,Entropy: 1.37 bits,ellipse
46,Quantum Key: 7396b2cdf674f9b1b654d102ae5c19b68e1256027ee6dff17fe0d66d73b6f861,Entropy: 1.60 bits,rect
