ID,Key Generated,Entropy Value,Basis Kind
22,Quantum Key: 8f020d1a79656d783ff9428769eab2e654bcc146bce938f7cdd6cd185498b6b0,Entropy: 1.71 bits,circle
23,Quantum Key: 3e652650539979d08cbcdac179d6bb0d4550a3d04bffcfd224bc7143286caa0c,Entropy: 1.75 bits,circle
24,Quantum Key: 835d0d50d8affe7dbf3006bbc8cd101ff58706d09997962d15971fec592b9eb4,Entropy: 1.83 bits,ellipse
25,Quantum Key: 2a47153e87960c3a7089ba4fee0de69d43d03eb9d19f37018e7e7c436da66ca0,Entropy: 1.79 bits,circle
26,Quantum Key: 8624658353d13aadc0680e533cafe37629ea1be638cd24da5988798515293372,Entropy: 1.79 bits,circle
27,Quantum Key: 5698e3f136db3bfb2ea5d9bf3ac04a706555c4d514c228c5a27eb3d6d7229fa3,Entropy: 1.67 bits,rect
28,Quantum Key: 195464a00d5155e12eb813c4b95ad0b8b9405abc9854f925a2d0195be163522b,Entropy: 1.67 bits,rect
29,Quantum Key: 5f3eb1b20670481c0dba73ff88ee6688371314189aa96ed1b60ad3cb3f9a74f5,Entropy: 1.67 bits,rect
30,Quantum Key: e152857beeac8400af24ebdfae7b4f86ba4de0864b8cba0e68c10d03d208656c,Entropy: 1.72 bits,rect
31,Quantum Key: 52c96ef01d15ee1964b0310dc8c0ba3fb48ff8822a9a52b23a984de13830ff30,Entropy: 1.75 bits,rect
32,Quantum Key: 3e983db2e7cbf9ae6dc82e116121b11270485a108e93ca23acf0d9aed06216d5,Entropy: 1.68 bits,ellipse
33,Quantum Key: 076190a9b55c1ceec67187b830faf0901a6aaee5a6f36381faf86be22e22878f,Entropy: 1.62 bits,rect
34,Quantum Key: 7494d024eb918b2cfd1417ea62a6e508b3b6d6bcef98eed2dfd6823b7bb573ac,Entropy: 1.72 bits,circle
35,Quantum Key: 1040a86d7de5d5be064367946d17aa68a9de506f1e99781bccbe80fdb2424430,Entropy: 1.82 bits,rect
36,Quantum Key: 1d2172c0c334f3d1dca3a89fbaff78dc0a486172334f7369f2175c3256ffab87,Entropy: 1.71 bits,circle
37,Quantum Key: a3d04deb3f4014ee571f357dfd93c73bfe19ef3065706bb6facc8e3bfeffce22,Entropy: 1.78 bits,circle
38,Quantum Key: 17d0922743bb0587d801c6d07884e9100bfbaf5b14a02e6b9be0eb53e09ceae2,Entropy: 1.78 bits,ellipse
39,Quantum Key: 5a8f5cea242ed3e8f557297ede3a0725e63c5cf0963f604ea5b7d6037a616859,Entropy: 1.62 bits,circle
40,Quantum Key: 556a2812b569c19fa776df6c5a3d06008248db2ea628b0b645279e06533c71cd,Entropy: 1.76 bits,rect
41,Quantum Key: cbfb0fd1f1e772713b07e483fed7a89fdbd8fe255f279fb998faf26890a18c8e,Entropy: 1.81 bits,rect
42,Quantum Key: bfb60161a5dd906db1508ee4ac3451ea4eefbd4dda35f6e6c398a257124683d1,Entropy: 1.84 bits,circle
43,Quantum Key: 2f483b9af3be996b4969aa6d721955ed52e4dadbf453b02d863280442f87b8dc,Entropy: 1.75 bits,rect
44,Quantum Key: 5652bf532d921dfe08c9996cc052e889c71a56f13b4ae0cb99b2f5c6df218132,Entropy: 1.85 bits,circle
45,Quantum Key: 3f5348437f4d594d2d7e517cbc6db9d0363550ba291542cebf0fe73ea2fcd221,Entropy: 1.82 bits,rect
46,Quantum Key: 420e5887a9289ff798b73a4d6e66d453d562e90e28fc06dd17a60ee322504773,Entropy: 1.75 bits,circle
47,Quantum Key: 72928d723394a2e6d1c031feefc53d6d2d8ac49c04bd1f392ce366315892aae2,Entropy: 1.78 bits,rect
48,Quantum Key: 7354099f780787ffee827addf11dc0063b7fca1b0748c8548b3566e77a651436,Entropy: 1.55 bits,rect
49,Quantum Key: 0e261a68f54dba5adfd54be693326c8303794229671cf3bcbaf54b05013adafb,Entropy: 1.73 bits,rect
50,Quantum Key: 9abed434e3ac0028950ab8c5c7bb3acd5d8d213ee244f030462ac3ac8fc0f64a,Entropy: 1.76 bits,rect
51,Quantum Key: 786165027d593298649c06ebe78c239bba0ff9887152a414dacb8928b9a9bae9,Entropy: 1.83 bits,ellipse
52,Quantum Key: 66593c34558a7273e3f5ef298b74133f4b4f5f9116c15e2dcc8f88c4c4b132bc,Entropy: 1.85 bits,ellipse
53,Quantum Key: 382913ad56ab30d121ea3785546e53167ef2e6dc6c29edb116666c24021595c1,Entropy: 1.79 bits,circle
54,Quantum Key: cad1386ee562f4436e21680be20f62ec6aac52056996e9266767478c59461c69,Entropy: 1.74 bits,rect
55,Quantum Key: 6ff3942895f704f4725246fcac40a5fd9530b6fec76387707692bfa65168b1d7,Entropy: 1.78 bits,ellipse
56,Quantum Key: 3ddc511254000ccc1057f4ea6755ad8c07ae1e966a60ce8cf2c7492571561ad9,Entropy: 1.69 bits,ellipse
57,Quantum Key: b20383a08fb87d4e4fc4eb2daf69f93cc455f5a0edaa59bed76e7534d0957b73,Entropy: 1.75 bits,rect
58,Quantum Key: e7dc6cdef93bf271d389f64f3c8e80b9fcf79190d6c4897542bae93cd5abc3e7,Entropy: 1.76 bits,rect
59,Quantum Key: 5e35de5cd2ef9201c9264e3e1f53cd666231a77f528101b3cbc91ac3df5013bd,Entropy: 1.82 bits,circle
60,Quantum Key: eba8512e0d6ce024ace8ec660b9be2ed31e61b25325ff54407ab46b450facdc7,Entropy: 1.83 bits,ellipse
61,Quantum Key: 1bffaae866229d83bb5fc5779806009f409bc9e372bd829c0445543d7e1bf9f3,Entropy: 1.72 bits,ellipse
62,Quantum Key: beb90a217b893d4786455d6dccce226fe5b4bb510575966f348b562bd2926ba8,Entropy: 1.72 bits,circle
63,Quantum Key: f1e6b180e2fc4908d842a069f2a48f9b282536f39fcb597dd831e83bd261c9be,Entropy: 1.73 bits,rect
64,Quantum Key: 4045c75e7af1b4f1a1565d2449157d2d0daeb11a805d02267ad29601fde781b3,Entropy: 1.81 bits,ellipse
65,Quantum Key: 8d3aad81a5815f3e72cacfb47c74ac3f6b986bd8d3489d3982fa7c8ebbd67f53,Entropy: 1.82 bits,circle
66,Quantum Key: cb80ee54e1a0d7bd1224ff18366ae5f65a84a56e6e427170454e2308719d4aea,Entropy: 1.81 bits,rect
67,Quantum Key: 950876902294e4fea1d23db69208c959c1844077542e24566a73fd494a11796e,Entropy: 1.70 bits,ellipse
68,Quantum Key: 9d030f2cb9792011cc26fd80ab10ddc5b6cd49a01af069fdeb5d164b1cd7a06b,Entropy: 1.81 bits,circle
69,Quantum Key: 01106f13d43294d8c676f532f29f3c256ad86fa3f0b5691377b7b0c2cedfba3e,Entropy: 1.85 bits,circle
70,Quantum Key: 1d72274ad69163edceceaef0956847ad3af34bbb5300dce8ad01c607e9152c5f,Entropy: 1.79 bits,ellipse
71,Quantum Key: 0508c1dded5896a95ed879e92f3f12eb7b7574cf50324f192604251ceffdb534,Entropy: 1.65 bits,ellipse
72,Quantum Key: 29dc5bb240ccbad30b947393295a2e314352f0e69e7ed733671dee46692ce13b,Entropy: 1.70 bits,circle
73,Quantum Key: 1a41bab4b8d10dad61194f5f53d9ce38c9b9eb76646ed05a7556df10bcfcd7da,Entropy: 1.75 bits,rect
74,Quantum Key: 18bfdbecff81906c8a8446ed43ce00ab9e368e43f4a4626f409f09cd0d3685d0,Entropy: 1.77 bits,circle
75,Quantum Key: ced78b02c27cdcbceacb4b8bd1fbd32f9d713933b7c7346b86784de6b3f66df4,Entropy: 1.94 bits,ellipse
76,Quantum Key: c339dfecbb967c14f6a78962e7eb156428b0e5ca2a117fa68731a8ae4bc5b860,Entropy: 1.83 bits,circle
77,Quantum Key: c1d17f42adf0d41585309571e70ef59ae3e021d98038a390302504772f5cd2ae,Entropy: 1.81 bits,rect
78,Quantum Key: 9dbdeef935eaa13129b46beb6690a282ed96e78980167477533a310433fe6c80,Entropy: 1.81 bits,ellipse
79,Quantum Key: 5fc06b97dcfe53aa25c8ae8eaec5a2102d1a3219253780c460ea022a7ebc0c55,Entropy: 1.64 bits,circle
80,Quantum Key: 3f7f2df81d0412db1ba1838645b3a44d06201b8362b778dcf338a33c430dc29f,Entropy: 1.84 bits,ellipse
81,Quantum Key: 9a12e971c970bc3913ced824822f4c499b4f7349f7ebbe05bbe96f146cd7aa90,Entropy: 1.72 bits,circle
82,Quantum Key: 0c51dd0eefb6b44fea18d8aacbc7c4e2b69293bb261116aa8eb9abd7872aaf38,Entropy: 1.55 bits,ellipse
83,Quantum Key: 4f82037c232dd022e3fb420c2a74da69ef03222228eeb07cb017420f43823a84,Entropy: 1.70 bits,ellipse
84,Quantum Key: 2b6121aee5fb11ca2f067942204703e9bf58f3766a1f1018ce2b8873c117569e,Entropy: 1.78 bits,circle
85,Quantum Key: 353d267c47ae4e719ab557a0f7f402b40d7b1fae0348296d40936cbafddd539b,Entropy: 1.80 bits,circle
86,Quantum Key: f465aabb160f74bbec757c969840dec41a2a1acc8e685247b9742e8ee45d6c94,Entropy: 1.89 bits,ellipse
87,Quantum Key: a110bbbf2db456df0becf3dde011ed60aec124963c2fb0bd5579cc73ce1dbdb4,Entropy: 1.81 bits,circle
88,Quantum Key: 9bf20d5bf9dc02a81695114707f0f15df08b2eb1a996932c540f9d72ba1897bf,Entropy: 1.83 bits,rect
89,Quantum Key: 44d07c5c7b5fc080e2320dc702b95ef1b7e391b1cddb83e7da1f3579923bf4d0,Entropy: 1.75 bits,ellipse
90,Quantum Key: 526995afdd5d22dff140aae5fd9ca50b5e7332e33de6bef21c3e38286ecd6bd5,Entropy: 1.65 bits,ellipse
91,Quantum Key: 18e2707c40301d88ecdf66b565e3c91a288b72fdb8b2259ce7254081b6cc7edc,Entropy: 1.85 bits,rect
92,Quantum Key: 6c56f9730073d4ea1b8b36e10f6aabeae6d498a2c5e512fd3232e691e9325858,Entropy: 1.67 bits,rect
93,Quantum Key: 0e46eff2f2342bf38c8d7ef1499a0dbdc13876ac1248b35fb222772d4e3690a4,Entropy: 1.87 bits,rect
94,Quantum Key: 1bbe90f077647e39bbc6e33a5561107a2dbb3ebb5f7aa127ab1538a02b264a15,Entropy: 1.79 bits,rect
95,Quantum Key: 0ef24248a1e5029e2006a5c8ee0a37077d1f71fe667cfc37deb78637ee2213b3,Entropy: 1.76 bits,rect
96,Quantum Key: 5f2f43081aa872258fe0c192d0179599e29f39daf351058db458be9f7032c596,Entropy: 1.78 bits,rect
97,Quantum Key: c2653fe98502ebbf84281f4cd1dbab601a2e02d523234cb5e80de58216dd6d4c,Entropy: 1.84 bits,ellipse
98,Quantum Key: a354fbae8f286affac1f9602cb8b57f4d0c4b5d35f1bf988a68cca8ffa6de46f,Entropy: 1.72 bits,circle
99,Quantum Key: 8e8f2f580f674f21976440c363cb142ea1cf930cec26a84eb23606fb924f7c68,Entropy: 1.74 bits,circle
100,Quantum Key: 91b4a3aa5bb1423c30ca2169fb079d3be8d7b8e791585546b4e0b1f1a8cf31e2,Entropy: 1.82 bits,circle
101,Quantum Key: e684a216560039ad58ead6a211d8a0373ea2f067f921b07794d503adc87b751c,Entropy: 1.76 bits,rect
102,Quantum Key: a36bbc225aad363b7a3c165a46891ea8ab99978fddc3a2199f37c4caa2444982,Entropy: 1.75 bits,ellipse
103,Quantum Key: e6072f551d8a1fcdd5017ad2e70b985d2a33b9633b076344247846e0532a87d4,Entropy: 1.83 bits,rect
104,Quantum Key: 283203276ab0e759781ab9940b8123523c53112275dcff7eea8010aa35cb7c7f,Entropy: 1.68 bits,ellipse
105,Quantum Key: 9a3d5605ab0cdcd83e531c0aacee369f65d1e86f95a58c0a76086407db8713df,Entropy: 1.80 bits,rect
106,Quantum Key: 92ed5074706a86a40674c16a0b1ba1cda74db80ebc12291a5a8c2b03ca535e6b,Entropy: 1.64 bits,ellipse
107,Quantum Key: 42e97111327ff6ff659279d8bb49d5d8b9c090a8da5da508a998d79c1a2be135,Entropy: 1.77 bits,circle
108,Quantum Key: 09560ffc3d6edd916b56a24916cd140b73b203fb1dd629f3d38f853d1823c37a,Entropy: 1.85 bits,ellipse
109,Quantum Key: d01cb0e005595dae9a98f35b1e911740d5252f44961c668c4bebf77be18fa6a4,Entropy: 1.74 bits,circle
110,Quantum Key: 234e6b11594914b4bfc2f1d9ec5134792da7558ed900073c5b78cd8ce00b27ce,Entropy: 1.73 bits,ellipse
111,Quantum Key: 6f9cebae286f010d7ab1ae141d32a2d0a1b2a157e59f1e1ca3ec7c984b542197,Entropy: 1.77 bits,rect
112,Quantum Key: 8935b1e3fe71674d6291a61f2fab58c030a84b01c646d0fcbe095f3e3052b4d6,Entropy: 1.74 bits,circle
113,Quantum Key: 3ef2b2a18413b8c11fd02ee9140f372574026095a6205d39713f8c46ab665d15,Entropy: 1.93 bits,circle
114,Quantum Key: d963ee486ad00c02c417349643c0c3eb58e017bc2b2b65d209b4e80b6db75e4e,Entropy: 1.70 bits,circle
115,Quantum Key: 9b0ba06d14ab9cdc20b5262664f10bb151997890af5b03ed200c1c10bc713ef1,Entropy: 1.74 bits,circle
116,Quantum Key: 86a27145a58dc0e31a4e962dd7baa08ede6f88c82eba2a042318fd81ed88f7ce,Entropy: 1.77 bits,rect
117,Quantum Key: f640d7deb663d25487c8cca66d0d5d440310d1b92d69355ccfe92fb1f41dc6c2,Entropy: 1.76 bits,rect
118,Quantum Key: 3aaf1b0ae92b5c085796ad83199599a9eaf6f27b2cd21a532fe2afa923a095a7,Entropy: 1.77 bits,ellipse
119,Quantum Key: 25f0892f0888f118cafdcddddf4428ae1db25159e9afaed032e68afb9b7272f9,Entropy: 1.74 bits,circle
120,Quantum Key: cc38b66463549c495e8e66b5b232f63381666a6feccdc51592621163605bef43,Entropy: 1.99 bits,rect
121,Quantum Key: eae0ed78c3d1fbf4229efefa0fc13fe111be5f984cd85abc80359e01b9a40488,Entropy: 1.71 bits,circle
122,Quantum Key: dc39d7c4c578f108abc6879cb5f0a4ea02c3eae57dfc0e0115daecbe13642723,Entropy: 1.76 bits,circle
123,Quantum Key: 1dde253c08aabf8ff8f2406e071b6f2dbddcde827dddc820c39077f7c398b940,Entropy: 1.66 bits,ellipse
124,Quantum Key: e32f91229b251f438c069512edb0bcbef2de3fe6bdafddf2ae1e26b4fbbcbc76,Entropy: 1.79 bits,ellipse
125,Quantum Key: b67b4afd0e98638bbd2448b7815e2e8a6be491a4263f8cab814e22a7ff5f8497,Entropy: 1.74 bits,rect
126,Quantum Key: ca71813ca1efa178e9f3b9d9909e6aa97d40cf2ea5e0cb13e483a4cfb0a95f7a,Entropy: 1.73 bits,rect
127,Quantum Key: 47eb0bbff0c7b876846ac429399bd01eda506bdfca936f81178a2ec7c708f44a,Entropy: 1.78 bits,rect
128,Quantum Key: 5239d1cee3140cf7891bfc9fd7e64a371cb5f36d6c9566ac6bfbcd0c23c45a5d,Entropy: 1.75 bits,circle
129,Quantum Key: b70b66267ddc7895faa602329636350b076bf37f0d11d0f9ca2f9a3eabff069c,Entropy: 1.88 bits,circle
130,Quantum Key: 6d4e74a5b5b01719f451d0cda57fc4800b22a11af5f90a4c7f25172870200d34,Entropy: 1.76 bits,rect
131,Quantum Key: 8843e9d3c2fad5f8ffc206f90a42a37cf84f459b5c07054ecd9b8b7c28d09735,Entropy: 1.73 bits,circle
132,Quantum Key: 741c9010a6a00862105ea7c662b8e7e479ecb3e02cb02225822d099233af6388,Entropy: 1.77 bits,ellipse
133,Quantum Key: 8a5856c22321f773a9568516a6952203ec6c1a0e9e4849b7037e814673148d10,Entropy: 1.76 bits,circle
134,Quantum Key: 049bc2d3d1d19536738aa6f747a67bf97ab9b3859bb3c9767eceb9455cdfd6ae,Entropy: 1.98 bits,rect
135,Quantum Key: a2c3789c401d9bdec567aa40af598785cd947338289102dabd858ac0005650b2,Entropy: 1.68 bits,circle
136,Quantum Key: f51ac7f53e08c4d4a1d9cb6e426935a0c23c59e504597a90e1dbcf1f528b6f8c,Entropy: 1.74 bits,ellipse
137,Quantum Key: d74a15387301640cae0f32bfce36db040e093aa50634253156de78ce4f1386fc,Entropy: 1.83 bits,circle
138,Quantum Key: cd354fbd3958b2485d94bfeafda5110d7305176ae2135fc15149c7413094b4e6,Entropy: 1.79 bits,circle
139,Quantum Key: 790362da934cc51851de5b5af95e1f40f1e2c97d16239ee3ac2afdb0dad0a545,Entropy: 1.74 bits,circle
140,Quantum Key: a5e5cd08ff7dfaa3b45dc6b0a4d99d4a62320097ec4044ffe64a76be5f2e8b72,Entropy: 1.70 bits,rect
141,Quantum Key: bdb4a1fcce4ead035a7d321bd00f5d6bc20d9e191339a58a48b14097496c2a4c,Entropy: 1.78 bits,rect
142,Quantum Key: 89c93b048b418ec08bd3d503a86820e5b8ae18c6a111843ca5612e924444e211,Entropy: 1.68 bits,circle
143,Quantum Key: c98d4f332afdf4cc630d44dba10b3b931420591ecb49b43728d532f9f89c9c2c,Entropy: 1.80 bits,ellipse
144,Quantum Key: b1d493e9a9fb1ab966e68a44b725559996bf49f467177c932bafcba7bbb9eb7e,Entropy: 1.70 bits,circle
145,Quantum Key: f2c2bad38794bf0aabcde6ba84ce821724a3ac7542bdaca7e9c9934074cd9636,Entropy: 1.77 bits,circle
146,Quantum Key: 93a3d201b7ad282a86f0abf6c47e91b2efec8f962a56d1b03042dd6c8f73b49b,Entropy: 1.74 bits,circle
147,Quantum Key: fc4171b0c5095ab7c6a343867f581e2829a5240240ccec91491b283e87db67b4,Entropy: 2.01 bits,ellipse
148,Quantum Key: ca5325400020594c234ef8b10be2b4e39115714d6c7d2ee24266d7c2cc28edd0,Entropy: 1.73 bits,ellipse
149,Quantum Key: 6e008b4bbedff36130d327600ba545be3a496944a07a5617863ddabfcffe123c,Entropy: 1.84 bits,rect
150,Quantum Key: 5b9130387784a48e59d697849d4cde6e01da3d568daf846fe80e00e49d013da6,Entropy: 1.70 bits,rect
151,Quantum Key: b76ca456a04f3583a37afe3a19d974fd75454f45bbe439d70fc5fd74bbb41321,Entropy: 1.71 bits,ellipse
152,Quantum Key: 4c325dbddc4f629181591b07fc0e1b8b9a24f4dcc95bb622454ee4b99c8d148f,Entropy: 1.93 bits,circle
153,Quantum Key: 0872461fb4b17f7f14d2223e0e94ed2a42c184f96e92e392d73d7ac3aaeb6ea6,Entropy: 1.79 bits,circle
154,Quantum Key: d6b2026fb141a9a8736aac314b001e20a341e7ce9c4dbe608847da803d8ed6aa,Entropy: 1.99 bits,circle
155,Quantum Key: 2e180e607a3f326175ba7cd19eebc70a21128e561fbc970235df75695c6b8758,Entropy: 1.73 bits,ellipse
156,Quantum Key: 6471a2040cb9cae7bd14d4941c533ae7c29ce65c36fb51aa84cc8ab5644fe5e4,Entropy: 1.67 bits,rect
157,Quantum Key: fa67b70c24c959432784ebf26143253f8eef907733a24c32bb8e0ba9c1dfa292,Entropy: 1.94 bits,ellipse
158,Quantum Key: 50bb17338ac300ef73694491fd5c35d5d50a7fa980e9888d3c08bd0464f27cb2,Entropy: 1.89 bits,circle
159,Quantum Key: 8e338123ae98f04a978da9a55e8ce9cea6d2f1ac16e12910a5fe7becf9e524a9,Entropy: 1.91 bits,circle
160,Quantum Key: 8858e223a0ce0b98db7c3b494b9a5d4b6417936e8e27b198e59577ce15c8940c,Entropy: 1.90 bits,rect
161,Quantum Key: 7fbfd20c2ce0633f455a4d375033405bc3e7adb8a0cc1e6d87e3eb48ca78dbfd,Entropy: 1.91 bits,circle
162,Quantum Key: 1afab8c82ffa4c5f3f59314ceaad244519d3399e9f27520e72e7c1b03743cdcf,Entropy: 1.63 bits,circle
163,Quantum Key: 3c8051c813b5f312e2d5bd2c3f36a81665f97271e76ea21dd5709a30be5e61dc,Entropy: 1.76 bits,ellipse
164,Quantum Key: 45441a3e299190d547e9f4391d5a9167c1ac986cc955a05638c7f8377e9c947c,Entropy: 1.77 bits,circle
165,Quantum Key: a914e94db1c5403375f1d3349d71cb5192a6fcc92182b3dac6177f183cbb5483,Entropy: 1.80 bits,circle
166,Quantum Key: 32bc23243ea1e3048d73e83927230c376394c25282cfd0c0d56d7003a39c6a36,Entropy: 1.67 bits,ellipse
167,Quantum Key: 01ef7f7bd86a61852ab58e899d52b13ff76fe4400f513f9d5fe2fc6765bcc79d,Entropy: 1.83 bits,circle
168,Quantum Key: 5e8c9015b0df2a955137838db2ee4b78a208459bd9f4d080c859461e7834d21e,Entropy: 1.89 bits,rect
169,Quantum Key: 75201866fda4abbd57a77417b1e0a39ed704fd9f18e0fbc896eb9643fa330762,Entropy: 1.73 bits,circle
170,Quantum Key: a2418d8ff03e1e4479b2004b358c0b95380328feda1bce8f69a44f58ed3f9f38,Entropy: 1.85 bits,ellipse
171,Quantum Key: fc4814844f5e1ea7fbd19838bbd74c401725b13b7868e857f10e742a5ca6b889,Entropy: 1.65 bits,ellipse
172,Quantum Key: 545e56262605269a6a434decf02fa63c801c0a257de65783844fac217d278488,Entropy: 1.95 bits,rect
173,Quantum Key: 940b5b85819607d3f900dd3a50990696c0fe37f2865d0d65d19aa30fdc781b68,Entropy: 1.75 bits,circle
174,Quantum Key: cf66f7375b6aa2203fee2be9351fca8bfe4b04f500df498b1bacb67ec1b4b374,Entropy: 1.72 bits,circle
175,Quantum Key: ed9943c1b22e82169d9207904efbbe08631bf6aa761cbf6f67627b429fb65506,Entropy: 1.68 bits,rect
176,Quantum Key: 76fd5bc7c244d14e7f9952b49f3148977d0dabc0ac8dacb56ae74756b424d720,Entropy: 1.82 bits,circle
177,Quantum Key: 22ebe593415a2f8836ac537e3efecb05a65bb2197de3743d9f22a267d27c7641,Entropy: 1.92 bits,rect
178,Quantum Key: 72b9df9d9ad61183823e31b72cccc4df9681ac1210b220c0dfc5e5d59250719f,Entropy: 1.77 bits,circle
179,Quantum Key: a0badcb73d545e6d22ddccb46e8739d261a867e9ba814bd22f3314b1264fee0f,Entropy: 2.01 bits,rect
180,Quantum Key: 0d56301882737ea707e6033c692a5bc4835dfe0cb48aa380eacebfe26327a379,Entropy: 1.70 bits,ellipse
181,Quantum Key: 9b0b1299c627105c5f576b42b109e49ded0c3a50c59d04d3bdac2105925496ea,Entropy: 1.90 bits,ellipse
182,Quantum Key: cb457b4b19d16badd2995e99f0bab7614577734fa0501004cd63485037503869,Entropy: 1.96 bits,circle
183,Quantum Key: 8f5cf407bd6ebefdd03891930b4f7040ea2959f8f54423324bfc4ff66c4efd5a,Entropy: 1.98 bits,circle
184,Quantum Key: 477e699ec1959b7b9fad5f5bb4aa9bba4798fdf1cfd5d3398f805953b7296583,Entropy: 1.68 bits,rect
185,Quantum Key: c5476c29c053be0062915e88a3d6914785b48d82b1e425e6b8c9719a080ff72e,Entropy: 1.95 bits,ellipse
186,Quantum Key: 256af160423508e6485e814c6667b75622b040a1985c38ce484eca7cf89cab97,Entropy: 2.02 bits,circle
187,Quantum Key: 1ff98109dc575f8cc807d4fb7770d8600a300cf489a448c8af2604869cfb8e55,Entropy: 1.80 bits,circle
188,Quantum Key: d25f9705e96f7487742b5ca00360960bfc7111485c6f87e3fa7a94b9aa74175e,Entropy: 1.82 bits,rect
189,Quantum Key: 201832b8da3c8051aaeb611fa58a32ef48efda9e6be49047f231b8221f9d30e3,Entropy: 2.04 bits,rect
190,Quantum Key: 9eeb8e6cb94b731320fbfae2b4c595578963b09275b267d28a7c04b78fdfe557,Entropy: 1.68 bits,rect
191,Quantum Key: 99b45c33910ed1c1fd8c40d61deec8638e5f922e6a3047edf5794030adaed726,Entropy: 2.06 bits,ellipse
192,Quantum Key: b1eb634a886f946d8a9944ae2f9a269d15c7c00c850f6485e8c3a189d6c5ea27,Entropy: 1.87 bits,rect
193,Quantum Key: cbf34df9797772063d99ddb87507f217a94278223d6811bd368328f220c5e502,Entropy: 1.67 bits,circle
194,Quantum Key: 20fc7e00e766da1a23b52306effbef8d9709c417e93683289416c3d8116c3785,Entropy: 1.80 bits,circle
195,Quantum Key: e7c2537df4e43fc5b02f3afdb698c7d8c66ed5b2d983333ae9e7df5ce35e8cfc,Entropy: 1.89 bits,circle
196,Quantum Key: aa0015cc63a740d22f685209ba63dfe48238357cf7fb168be8fe62570a39ca9e,Entropy: 1.90 bits,circle
197,Quantum Key: 9b85631ce7ff968e15c946e3d04c3c6bc3620d4b52cf6a3f624475818872b4c0,Entropy: 1.78 bits,circle
198,Quantum Key: 81a0e59379bd4bf1ca2e07d4c6161182f386bcbf0bdf13302e06e8d7ac76db7c,Entropy: 1.74 bits,circle
199,Quantum Key: fa730c0e9e6c33da0591afb353ce567759412c4957607c1aef3cc931584ce8be,Entropy: 1.97 bits,circle
200,Quantum Key: edf634eda961894777efaf700303d2f05640d9c4b77585017872e183f038118b,Entropy: 1.95 bits,rect
201,Quantum Key: b3fbe695c4482fbea9e6dde005ba3dc008b4fed94688cf242366563d114ef18a,Entropy: 1.99 bits,rect
202,Quantum Key: df3f9b9c53735246a8941c8b49d393458fa2c5855fe6d9054f881da84465792f,Entropy: 1.80 bits,ellipse
203,Quantum Key: f61524c2dc23e76934b74c4b844520fd6568cdf6bb532f5eb030f7400ab42991,Entropy: 2.03 bits,ellipse
204,Quantum Key: bb7c122aac780bf5f2a4a17b45ae0a56782eb41ce65d24259e1d39aee5497b24,Entropy: 1.95 bits,ellipse
205,Quantum Key: 7d5d6382a79670e3b91e890347973041b5db5a6a907aa9d26b257e52d8f2b414,Entropy: 1.72 bits,circle
206,Quantum Key: f3403139a54796cc1e54eadd6ce50a436c0852ddffc5f6f473c50c4a24ee3125,Entropy: 1.73 bits,circle
207,Quantum Key: ad36c7f6afb5d841c743f56e4f6fd95aa91de13b54b8820679377ea8561ae850,Entropy: 1.95 bits,ellipse
208,Quantum Key: 67a9754bd73531d322d7a3eec3fb2c10863024aa7a7bc10f8242f0abb2c24612,Entropy: 1.84 bits,circle
209,Quantum Key: 77fb3e51bb982e1413c0797a99749a0559ec1791eb96100f4c69cbbe8672e7f4,Entropy: 1.70 bits,ellipse
210,Quantum Key: 569085fa30c7b4da79fa115a5b0f9910f238f4a7fe318ac5ade78a846615b009,Entropy: 1.89 bits,rect
211,Quantum Key: 5e46bfd489da927e7b5e11746a04fc4d49f4d33f4dbf1e071a83467055559ec7,Entropy: 2.00 bits,ellipse
212,Quantum Key: b92bc2927df159663cec490f986139f0cec798fd06e880338040020626c0c459,Entropy: 1.65 bits,circle
213,Quantum Key: c5ce95065ba13a0c94007d95acce30d4c6db030854979cb9d01aff985102f638,Entropy: 2.02 bits,ellipse
214,Quantum Key: 73020341f570fe05e42864e82d5305a4efe8dfe3256c05aca41727048f27c167,Entropy: 2.00 bits,rect
215,Quantum Key: d8361887c2e6cc5ac960cc5e7a5ea25b30061321aa301697473b2e39bd2d9ffd,Entropy: 2.03 bits,circle
216,Quantum Key: dc98fe4838106555a2aa3e95dfac7e4c9054b4220f5cedb4f7a24d0a893dbc98,Entropy: 2.02 bits,rect
217,Quantum Key: 0c723b69e32542c4a69ae59a2bd26343678c653610e205d98fc01fd04e474441,Entropy: 1.93 bits,circle
218,Quantum Key: f1dd9b017284fbdf04467fff3782e2b60d3016fcdd335c682e5b67dd9b4ff4a9,Entropy: 2.03 bits,circle
219,Quantum Key: 7f04dafe5de685b7b2bd676fd1c8a6d2cfec6bd335f7740c6156c9129d605eb6,Entropy: 2.03 bits,ellipse
220,Quantum Key: a05d4c881a0a98c7ca3fa2bb88ff0a95d7696273a96ed9488a30a2d1fb5d554d,Entropy: 1.66 bits,circle
221,Quantum Key: 18344ca54cd1def1875e18514fd94732986968ac4b8b67f2f6b0bcbdedb945e1,Entropy: 1.82 bits,circle
222,Quantum Key: 7cd70587eb2dc1f48076e99ee6cd82733f987ee692331d98975e0f71a431b3c2,Entropy: 1.75 bits,circle
223,Quantum Key: e37f82f69282985d8e6356815a5f0e46970b072782614164047212e5d4ced8fe,Entropy: 2.04 bits,rect
