ID,Key Generated,Entropy Value,Basis Kind
404,Quantum Key: 611effd60fedccae726a06b0994b6cbe175d6649b626b8471ac9e63f15a2f86c,Entropy: 3.92 bits,rect
405,Quantum Key: f23e6afad9402f9b45891436fd50a62a25302afda6231d6e7e5f801658906417,Entropy: 5.15 bits,ellipse
406,Quantum Key: e97722b52df10e1e8d64c7b2540a4606d4aea1ea5e42152e761a3d4a5047f5eb,Entropy: 6.63 bits,circle
407,Quantum Key: 218a28d1cdc5a2584b2f1f87043786000dd71a3ac6c965f8b1936676fb9c18ff,Entropy: 5.68 bits,circle
408,Quantum Key: 43c94c2cfb108f67f302c488e042d0450b784b65db214fc3257364cac86671e3,Entropy: 5.93 bits,rect
409,Quantum Key: 0f969273572d412ca526ed7b44fe10b56376e745bd5385bd287346b585159a70,Entropy: 5.28 bits,rect
410,Quantum Key: 77a29d88fdfdb2020a47335b7f22a2bf62a4728011c2fb93b23c81a7be2bf0fc,Entropy: 6.32 bits,circle
411,Quantum Key: 5a7969b47ab0c036c39208a9fa7bdbbe22225a386006161611f314fa757a1828,Entropy: 6.46 bits,rect
412,Quantum Key: d377ee3d7bdf3b569cd45e1f27ff4fe702937d1493e070a541fcb53cd27ced9a,Entropy: 4.07 bits,circle
413,Quantum Key: aee33d2c37f8540c2e85e8d5aa5454b2750477120b453656680900bad0342fc6,Entropy: 4.78 bits,rect
414,Quantum Key: d0adc9fd857a5369da9af2f907490802a723be51e9a6d5e2ac9f840fd720085a,Entropy: 6.05 bits,circle
415,Quantum Key: 3f7857766d2479225ee2aaddd7a6d1e986530ced99b963ea3cab9f2e1dc80629,Entropy: 5.58 bits,circle
416,Quantum Key: 53f62e132974a1586101b8b821c113f26eb330d3e775d9a865d8eacae77b92d0,Entropy: 6.70 bits,rect
417,Quantum Key: 1579a3e9bd18d85be216fb7c7d0cb3fd7b50ec1cb2c34b15b5d44f79a5789b07,Entropy: 6.46 bits,circle
418,Quantum Key: 43b47c0ddb8901c21b8b8ffcbedac97e689d8bda5d786557452132d28a4ce55b,Entropy: 5.95 bits,circle
419,Quantum Key: e8598eef0a38cf3c0656c9beddc0c2db44571c26d2b3313f416fb54d13097a12,Entropy: 5.74 bits,circle
420,Quantum Key: ce5dd7274ccfb2077e497fb55c45dff13e301082e5963ed6f891af7293bc103f,Entropy: 6.77 bits,ellipse
421,Quantum Key: 2978530588d81743852bb7812439a5cc2d3f6d4724e5d7b2354db8e2313b2854,Entropy: 4.60 bits,circle
422,Quantum Key: c78ee62bb9134b0c27f5f2f104b5e3e6f89664b4fd859cf4a86308bc3d5b065c,Entropy: 7.02 bits,rect
423,Quantum Key: ebadbc364ae598b2e8119c682d87af96753eca7c95d6902a2c23e582ebc5fac5,Entropy: 6.27 bits,ellipse
424,Quantum Key: f0583b2ed1dd188b97e3f83a51c0f492c936968da19edefd6e2b1ff676b6d7c2,Entropy: 6.11 bits,circle
425,Quantum Key: 173882ebb71fa036689367f45825039757378413e834e24e9bbbf8324017e1c8,Entropy: 6.03 bits,ellipse
426,Quantum Key: da3a39f4558eb9debd95dfc2292b0b2e675c800ac06c6dd0ec201890fc2c6e26,Entropy: 3.27 bits,rect
427,Quantum Key: 0b773caffb17102631d5d24c78a44ba16e3abea4edc4bcc23ce323f45ef35a0f,Entropy: 6.65 bits,ellipse
428,Quantum Key: 52bd0f815fa057a36172e9de068f639d448482d62a15b67e6f968ce2d020bda3,Entropy: 4.68 bits,rect
429,Quantum Key: 7c77233524deaa1963b5559bfadaae7350b1226fc9f68ccc09bb96b47ad12a1b,Entropy: 3.94 bits,ellipse
430,Quantum Key: e94a86222b4f7ca7bf6c3bd8209f0f5537da85f339e9136eca12c05d772a72e5,Entropy: 5.17 bits,circle
431,Quantum Key: 289723ee141bdaedc64c8b492310e26e456759059d7a17c9235e6da609a21089,Entropy: 6.11 bits,circle
432,Quantum Key: fe06d87e505ec41e901a14ddd8c7dc19354e3823adb0dd4de29baaf5b25ef772,Entropy: 6.06 bits,circle
433,Quantum Key: b4bbcbf437546a20320075da814c5076c6c6756ad3c0003e5f923b76297cb34c,Entropy: 6.35 bits,ellipse
434,Quantum Key: b38006b9d73d1563b22f032336682fc7040efcc7824c40a109113d01aae68458,Entropy: 4.36 bits,circle
435,Quantum Key: e0c7dbe0e552773af0f6fe690e8e87692c228f8212d8ceafd2ba0315020076a8,Entropy: 5.76 bits,circle
436,Quantum Key: be43a47edcab212fcae79486b52837324f5d9f26c47bef367e3873d239398f24,Entropy: 5.99 bits,circle
437,Quantum Key: 9251ebfbf67e501cff75cbc31bb8a191945e8794fb73caf3b236d3b9f0636565,Entropy: 6.31 bits,circle
438,Quantum Key: c24b9246662e158931ba49a59fb9a718d0ac3f7293f8b0112339afd5614b171d,Entropy: 5.94 bits,rect
439,Quantum Key: cb41d857e8db8d0d1bd3da38ae929be4443a594176d3adff2aa3b1946a1b0a4e,Entropy: 5.16 bits,circle
440,Quantum Key: 09e4f09b5cd50719acfc983b22137f5656d1e0f371b1f94cf9ff2e37ed35ff14,Entropy: 5.05 bits,rect
441,Quantum Key: 861d7a23c6029c518f5324ee72c5d5dbedf31fa1d39b68c5b9990ccccee61558,Entropy: 3.93 bits,rect
442,Quantum Key: e67a9f75a118fa4791fe195661f681b9351c8116e29c8d47bb7889eadcd37c64,Entropy: 3.56 bits,circle
443,Quantum Key: 7c1fffe5d57192bb39cbc987115fb6564385eab85956cdae456df5ddc069391b,Entropy: 4.03 bits,circle
444,Quantum Key: afad752bebb2fc956176605dddfade581e2d62ae56569e15bb6bcb5505e6cc1d,Entropy: 6.32 bits,ellipse
445,Quantum Key: bfad075090f63891abb37bdb431cf3b1d83afdde143125dfc3022865856cf912,Entropy: 6.11 bits,ellipse
446,Quantum Key: 072df6ca25efb5b31aefe114b9ec038525fcbbb1781cfada8a8cd747057cb3dd,Entropy: 5.63 bits,rect
447,Quantum Key: 98ed9a5801a4e419c3d9c9f4608e18dd2fee3f8f52f9293595dd91dddfc04b5a,Entropy: 5.20 bits,rect
448,Quantum Key: be17ecbaf38702170a0f43fa128b3d1b3c85b82830e5e05d34f99b77cb1c5ddc,Entropy: 5.21 bits,circle
449,Quantum Key: d8f1be79ecd34639b11dfbaf334952d7979dd1a7182bdf4a20e187d0ad987ea0,Entropy: 5.82 bits,rect
450,Quantum Key: d2b0111d7180f8bc20ccc6a43a39ce7bac1e4ebf6bf049480d4d159a5b42856c,Entropy: 6.58 bits,circle
451,Quantum Key: cafe390f8acadbf9aa2a7ac0f6cea9e68d9ce781f72472960b9eaa58bcfbd8fa,Entropy: 5.42 bits,ellipse
452,Quantum Key: dd403e6ad3054fd2d92bcfb63f2c97ff943ef5facf55fe82414e132a3a53d2a1,Entropy: 5.57 bits,rect
453,Quantum Key: 5b409f329b8917c1e0674d04ab3bcc9569572b940bcc4acf823d0bdad2875583,Entropy: 4.06 bits,circle
454,Quantum Key: 1fe0180370e90c4f083a05ac133660ac8f97e566b45675f75b13edd275f788a9,Entropy: 4.33 bits,circle
455,Quantum Key: 870621bb14014e8d7ff50408e29f5e7bfcb43180d39ec4f337c355fc11dd82d6,Entropy: 6.07 bits,circle
456,Quantum Key: 40de046c8b4b2b32519a3d723be5106948444dfb58ab56186aa22fb1fd3af40e,Entropy: 6.53 bits,rect
457,Quantum Key: fc11cb3f7d7e05e2264bc16215674b577d2fdca2111beffe9abb75e996cd435e,Entropy: 5.99 bits,ellipse
458,Quantum Key: a9fe3eb17cdff036335549b2a4402b083480ce6b367a2d95d8ee8ace75723dd7,Entropy: 6.22 bits,circle
459,Quantum Key: ba8a85f279ea9c5afb81baeeecb20501206b662f1e0c56cad60ff556da4356c2,Entropy: 4.14 bits,circle
460,Quantum Key: 3a854a6d6c67fb7b44cd6c56972f0122ebe11340b82dd7e1c985fc7a5fa669ce,Entropy: 5.93 bits,circle
461,Quantum Key: 4ee73ba04b629d135b5eeb8e11da8badec50aac279d9b03cf9164671f070eec1,Entropy: 6.22 bits,ellipse
462,Quantum Key: 2183c91aaa979653a906119bf0f33714a1e2c7255d49e0f01665af38dd1ea900,Entropy: 6.18 bits,ellipse
463,Quantum Key: b749c296afc2c145dab67d44d521643e8ffc4f7fafb1d424105a13a183c27039,Entropy: 5.50 bits,circle
464,Quantum Key: d3b535fd9c2bc593f4af76afa2de1a5ed01e6ca7d857ac5d64a5cefaa0c3a985,Entropy: 2.51 bits,rect
465,Quantum Key: b912cfd40f5551e7a82bf4fb4713fe22873e821d7a3962125d48fe3aacf05f22,Entropy: 5.83 bits,rect
466,Quantum Key: 395c898de4d58979bf65dd854ab60c7c5a07ef75337e1d3d690618bf073603a2,Entropy: 3.42 bits,circle
467,Quantum Key: 371ab5ac9a0bf9703110c1ec3dacb83146ebb0071c4c8a52df3de2d0d294780c,Entropy: 6.36 bits,rect
468,Quantum Key: 8aa8b8cf8657c88097824e09fe6897cb3fb56b3bf04869c2d3dd0a23f6e96730,Entropy: 6.07 bits,ellipse
469,Quantum Key: 19232cec0eb231806ffdc38f971e4f5bcb8dc35d575d82a9c1b70818cb500e76,Entropy: 5.39 bits,circle
470,Quantum Key: df76cd89447d82607e6ab24f9f4efdfbdf011ce078321864d27872b1a89d30d4,Entropy: 6.46 bits,ellipse
471,Quantum Key: be0354a861736515a9bd76f19cef96fcbeb1c95881291d9d29d099bde093cc3d,Entropy: 6.97 bits,ellipse
472,Quantum Key: b4bd9920cc0f973b91d04d902408f55d43817201bcfdf897dac88e285d969aa8,Entropy: 2.30 bits,ellipse
473,Quantum Key: 85b454912d12d206a6731a7e0b874e4d73e66e570e4443832103249dc71358dd,Entropy: 5.38 bits,circle
474,Quantum Key: 7aad231b0b31dd978a2e9ff85f5472bdafed05d1ec2005a6e5572a2275e58551,Entropy: 5.59 bits,ellipse
475,Quantum Key: 86228c38568c35748d648551bb2fad6530aeb2eae16d716d17ca0ed9df82853f,Entropy: 6.40 bits,ellipse
476,Quantum Key: cf8e26650094dac28ebcc3153e8c9b140fe72ca13b90eced1c1e6cde573847b1,Entropy: 6.33 bits,rect
477,Quantum Key: 9433d39de35464d5bda0bdc8642ea573beb816b8500fc656124376d023c9b622,Entropy: 5.91 bits,circle
478,Quantum Key: 58bc4334726daa0e081eda39fc217a0ee98a700638b16c927fae1c7f5922f89e,Entropy: 6.99 bits,circle
479,Quantum Key: 2505ff777629fe0b135444df7fb09ef6398d510a6fdf3efe6cc99683beee3c4d,Entropy: 5.96 bits,ellipse
480,Quantum Key: 1fcbf87376f1ddc31a269f80b459324eb4108d9ca02888194e951c3828ecee9e,Entropy: 6.04 bits,rect
481,Quantum Key: 341ef14790107a9ee7ff1261cdf5e2b0ebec1b7ee02518b6f8e2cf3a61a3502b,Entropy: 5.29 bits,rect
482,Quantum Key: fbdacc2869a3d1d58e133064507a39bdcf22093b8c0f1a756696de552204d2ae,Entropy: 4.45 bits,circle
483,Quantum Key: edc9ab9d7dda09c21ae4b3e1d24dc637e5940bc29131245b3cd65741aa05ab32,Entropy: 6.21 bits,rect
484,Quantum Key: d16a69bd164bbaa52b42306865824cb0df5df2556a9ab68b096ad8ad32ddb7c1,Entropy: 6.11 bits,ellipse
485,Quantum Key: 97dc026afb5550ab4fec59171201dd41360da967becc22fc590dbec8e8a80316,Entropy: 3.83 bits,rect
486,Quantum Key: 78e9aedb25a4ab31f0d1c593a3e668328b1d6e1cb15bccf4ecb48f2276b01490,Entropy: 6.89 bits,ellipse
487,Quantum Key: 2e573b0dfb86c0290a79bde92a6cd30ad798e05dc0626938ed9adcd0b6fe9c12,Entropy: 6.02 bits,circle
488,Quantum Key: 086a0f5ffe4f65e077f9c14c2a20172e8ae87db77e598a57e74ce2a592dcad62,Entropy: 4.98 bits,ellipse
489,Quantum Key: 68ef9fba2911428ceb36a9d7f4874f79fd06415c3a264aed15a158a3640ef083,Entropy: 6.17 bits,circle
490,Quantum Key: eace126cff2f96ad66a6f5a7d88707780dc7d79cd618b60a95ba7cba7e5b7467,Entropy: 6.27 bits,ellipse
491,Quantum Key: 3528b95cd7fc9fe97cccf14c894e2df3d1277d83e198ed5a8503b79209025cc5,Entropy: 6.30 bits,circle
492,Quantum Key: 7c0b7f9549bf64aaf3f0386e0874ef3b728c5eef60ab1fd29542135505fccf80,Entropy: 6.13 bits,circle
493,Quantum Key: fb65dcfe71e04449b6298c1bb75bccb74590fd80fbc510c31d71c871c2eda587,Entropy: 5.95 bits,ellipse
494,Quantum Key: 9858066146bc28bb84ce355124aa44c40fa7568e1608b0fa89e6a6bbf2789636,Entropy: 6.31 bits,rect
495,Quantum Key: c942885c1b577818e27a0cd9effaf3bca84be84e8058e2cb2bc43de2ff26d12f,Entropy: 5.78 bits,rect
496,Quantum Key: da6b44899ffe353df27349a2e0bc0eae360f2ec7ca94450652b852376e4d0a56,Entropy: 5.67 bits,circle
497,Quantum Key: 7a82f223c78ba08615bd745cfec46690c1bdb2cdd0ba3ace4e6902c7a32b348a,Entropy: 2.18 bits,ellipse
498,Quantum Key: c5ee048f34f588ef576f31b9f6d3af01f2e132ab95e0a69ef37ba07d390b332a,Entropy: 6.17 bits,circle
499,Quantum Key: a1d3a3f8c8c1cba83a99c597e58d51d17503630c98d9b0298e50ef4c720fe55b,Entropy: 4.82 bits,circle
500,Quantum Key: 40bed9c830f5f4e64ccbb005bf1bda1b19f8845869aa9eb6e34ee1842b209d96,Entropy: 5.20 bits,ellipse
501,Quantum Key: 9574a7b83003cda6c6b605c2afa59ce7f035f7b20e3b8c3a10bd9daad9b32bfc,Entropy: 3.21 bits,ellipse
502,Quantum Key: d4a38d2f4de8e9f6e8a4985c95653d32e37399837f53a2d9326467ae9b12b27f,Entropy: 5.39 bits,ellipse
503,Quantum Key: 3db285b4b43b43d189107dfe3083314e99a896f1f888bd03708869480f51e97b,Entropy: 5.52 bits,circle
504,Quantum Key: 16a5bd1dfda17d1e983b9b5a6ee2e474253f6e9fac1d0c30e4a574580713199a,Entropy: 5.94 bits,rect
505,Quantum Key: 35b600d1b7facfbb50d6381e116498bbd5674fcf6679d5e316c12fe5ef39ed49,Entropy: 6.61 bits,circle
506,Quantum Key: 96bc62686507089d5f895d01c17fa720e2c488f2694e9ab113b9c602c521c31d,Entropy: 5.88 bits,rect
507,Quantum Key: 60a61e33ef417265f7e970ca948e325434806bc0431386cad6ce473698e2e9fc,Entropy: 6.21 bits,rect
508,Quantum Key: 4a559ead6acc60a36914a4022f699a00469766abc38ce8788ef5eed8b0009c14,Entropy: 3.16 bits,ellipse
509,Quantum Key: d4c9fa521b9074a9fffa97e168c26b4ecc5028a5348c1d73171ef60b0c15a534,Entropy: 6.51 bits,rect
510,Quantum Key: 6a51af2b735115b46454122736b2baca864331f78b05d61d854c995242c6a79f,Entropy: 5.74 bits,ellipse
511,Quantum Key: a7e6588c70f53fa624623ad476e523f48e30712bc735174b4158eba930089a84,Entropy: 6.66 bits,rect
512,Quantum Key: c52ecc53b527e74932313b1c0d71a1de0f3a98e22395fcf32134c0c20713281e,Entropy: 5.68 bits,ellipse
513,Quantum Key: 1852a57b38db46083103a0e01fb6db262647b8bc2f3bc449eeeba88b9f2c70d0,Entropy: 5.42 bits,ellipse
514,Quantum Key: b9643ff6333441c0a2bd4bf55b11d5d9fc6e780212e90183394d72411f1d135e,Entropy: 6.68 bits,circle
515,Quantum Key: c03fe7e83c770a8d583f672a2e5bc4bb004a917fb4bde16fd9334698ca4e8bd7,Entropy: 4.46 bits,rect
516,Quantum Key: 5d98379746bf926f261da74afdd686f4ad46c4cd109154040d01f98009509f83,Entropy: 5.71 bits,rect
517,Quantum Key: dd4cd35d614c0e267f03caffc5094e80741baa50ffc799643c2470ad54b8b663,Entropy: 5.65 bits,circle
518,Quantum Key: 21c023e9a55d65b507f2f9fdd485180c091835af43e5ddbeec65a144f9b8508a,Entropy: 5.03 bits,circle
519,Quantum Key: 22b2c81440a92d4b5d9f18664c12952e66870adb711e936e8eb177c139390260,Entropy: 5.39 bits,ellipse
520,Quantum Key: 53965ef2f9b84572f5d9e17cdc0929ff7833343241b46fdd27bb1cc01d8cc36c,Entropy: 6.17 bits,rect
521,Quantum Key: 98823ec3cca9179c6fc5ac4a1dd1b66ae1e72b23567289119b755dc83c123956,Entropy: 5.76 bits,ellipse
522,Quantum Key: 8ed65e3722414ea935c5892eb6bcf006f8fdad79ef66bf4c15beb46e6a1a0436,Entropy: 3.74 bits,ellipse
523,Quantum Key: 1c846540971d37dbd1bccf8d29040260c635c508c42305986af8615acaa2780d,Entropy: 6.69 bits,rect
524,Quantum Key: 062cccdd57b0b4336f63dcb253f63394a0543fa25b7e84892d09e6b97f5abc7b,Entropy: 7.28 bits,rect
525,Quantum Key: 73713f60cc4cdf6cb3d4581b8436f4184d08cde7f1fc63c76cd188962ea9cab1,Entropy: 6.50 bits,ellipse
526,Quantum Key: eb2097d8a8c9cb6f7e75370adc9d5acc5d440e2eeb4abad4bac447c9896f0629,Entropy: 5.74 bits,rect
527,Quantum Key: 922664c1bcc8b90deb2fe254b0f76b9c6af9476a4714c5b7ba9a636591a0f468,Entropy: 5.99 bits,circle
528,Quantum Key: 82bff010e40e3cc17d6f242dd57e66f4df9b5430ab60c39f230e140238cff209,Entropy: 6.70 bits,ellipse
529,Quantum Key: 698240957db6a7d6eb71cbf33fed4d31c6411d405e15eaa5c32b53103873eafe,Entropy: 6.05 bits,ellipse
530,Quantum Key: 4a5eb903b001ca08a2d159adc776d61d10488b871847938ae3104a1fd3f493c1,Entropy: 6.75 bits,rect
531,Quantum Key: ca2d8cab22ec451d5f4bc0a745ed087143c34fd5a149bf897ecfce4e843a70f6,Entropy: 5.33 bits,circle
532,Quantum Key: 843a5ea569c99187179266a1f97c0ded2abaa8a0b7aaf4a10ea7b26d5bc3d338,Entropy: 5.37 bits,ellipse
533,Quantum Key: 06c6f17c6b23485c66a6fa55e09151388b4489967f080c1d29f4f9d0818c820e,Entropy: 6.21 bits,ellipse
534,Quantum Key: f20d57bfaa746de794968fe8e3d194c4d33b8d9ab0ea0dac21500b30600d38cb,Entropy: 6.12 bits,rect
535,Quantum Key: 154b5749d090873da6232a5249c981b645d035a64e0bc62784e6e1111dbaafec,Entropy: 6.26 bits,circle
536,Quantum Key: 1547508c460a0be14a55e96b9e9d0d81a188aaa858944068e72f251c3d1b9c6b,Entropy: 6.01 bits,circle
537,Quantum Key: 8ed17063a92b8e69b071c60774c617584bf7d9a1e9d2d9a4dc4ca40b6f19926a,Entropy: 5.90 bits,ellipse
538,Quantum Key: da351eb0c26ce312a2d821a0a7a8f12a4a4593acaaa1be96fdceb9b0c0445965,Entropy: 6.23 bits,rect
539,Quantum Key: 8e21e00ff5d86a5b983e95be136e8eff458dbccf33ee2a0392118def1088d58a,Entropy: 5.43 bits,rect
540,Quantum Key: 709ed96f2984cfd67fadf16a4b587efaefdf3da71adaccc5df1104c03e480903,Entropy: 2.22 bits,ellipse
541,Quantum Key: e4b083b746a4f7e2a34395893261726c60985dc6b7a709f5eccd56ca3bbfd838,Entropy: 5.35 bits,rect
542,Quantum Key: ac148a7bf6560178c4a5e2797bbef7cd7282b0c17ec370d12d4cf557bde03e36,Entropy: 6.12 bits,circle
543,Quantum Key: 26f8fe48d5a4de84450bb626626ea6accfc957dc4656b39a410e61f64f0d5e4d,Entropy: 6.71 bits,circle
544,Quantum Key: 4e9b8e9f1afba111f15d131814512ef5f0590995722ebb34bc0fbb2a5ceaf0a1,Entropy: 5.86 bits,rect
545,Quantum Key: db43f946ddbb5ae6e235a0627de5169b1f54b6fe3e91b8ee0e3b712be8f53003,Entropy: 5.79 bits,rect
546,Quantum Key: e481934e303e8c58a7504cc60d33c683529971f063e60b7f3e90287bbde0879e,Entropy: 5.72 bits,circle
547,Quantum Key: 60890e515fda4454020f844cce48e9b18197cc64c7f1c60d133da8b6dfafa3b3,Entropy: 6.11 bits,rect
548,Quantum Key: 96947c6823c74290d8a7e82beeabc9e28a54b74b8c22c1a21d9f314a22184517,Entropy: 6.04 bits,rect
549,Quantum Key: 81f16b0e21a7dfbdcf9930c0cf36ac6b9cc87cec78becf5afa7a956b3ece2c3d,Entropy: 5.40 bits,ellipse
550,Quantum Key: bec5f88cfab34babe3e0744ef9fb92b5bc7a6272cf499fe6842954d82c93ef30,Entropy: 6.29 bits,ellipse
551,Quantum Key: db9ac38a76e16c858ff5c67bc60e9301dc3d9bbef54da02711427c972facdc10,Entropy: 6.13 bits,ellipse
552,Quantum Key: 670e948ea6becc17ba1a2c203b5c261f3c448bd5f24ad7c68dd005672d9235a0,Entropy: 4.39 bits,rect
553,Quantum Key: e2dea0d24211dc3ba4fb81692523e55b20ee50403852cad9643b1a8d8838000d,Entropy: 6.05 bits,circle
554,Quantum Key: d82d1b0d90bb7125751dc166e25568a86f1828d060209aaae526fed49898751c,Entropy: 5.63 bits,ellipse
555,Quantum Key: 93b69a070bb744caba6eb58a3740bef6519c4960d0d9d09aef5e917de24f7c9e,Entropy: 6.33 bits,rect
556,Quantum Key: 605c682946a2bd2ee9b843122c042e014523829b6e72178f2b9e1022562a117f,Entropy: 6.48 bits,circle
557,Quantum Key: b24af086a4784c342e59132522b128264bae553fcdd688cf7230d918d8df77f3,Entropy: 2.24 bits,ellipse
558,Quantum Key: 82448316e08a5ec697810b04b1abbdb80130b4907434af223b184742621732bd,Entropy: 5.96 bits,ellipse
559,Quantum Key: b654a717f9abb8f50a6a8ca695b3dba80448b433d5d8a3d77d50cf9a926bb594,Entropy: 5.96 bits,ellipse
560,Quantum Key: 1d74f598f935fde5444afb61995f36c7edfad5044c93281d5d15d04abe6e77dc,Entropy: 2.32 bits,ellipse
561,Quantum Key: 1091311040a196ef30ec963c63fcc41c78154eecc620c75bde7244bc191e6f41,Entropy: 5.72 bits,circle
562,Quantum Key: 5e42caf94dbe6436fb271cb18147a724f852321f062857b1f5452ab046a633f3,Entropy: 5.98 bits,circle
563,Quantum Key: 9528f6d9b22494082dadaa1ea785a541829fb9a7acf527bf9c2dcb47b204a9b2,Entropy: 6.08 bits,circle
564,Quantum Key: 984b72f4d1f6946a1a59ee896009837f54bc36e26fad99836a51ee7f068c8e4c,Entropy: 6.31 bits,circle
565,Quantum Key: aab44d4b420f05c3e605aff9ad603c1ccab5b32869baab8185557881ad36331a,Entropy: 5.93 bits,rect
566,Quantum Key: 671516a8112626b7dda9aa2f5b14f83a1fc6f1d81d75e42bd3afd637e1cc7800,Entropy: 5.54 bits,rect
567,Quantum Key: 36a6b5a6a1e4e4c67d1fdab7f022d6487a87071fb8482d29be88465ae348b820,Entropy: 4.89 bits,ellipse
568,Quantum Key: 2c44365945e365b269eb954b2ad958562dc75511110cd3ab84de2a06822a3338,Entropy: 4.39 bits,rect
569,Quantum Key: d07bd29d75bbde8126ac9cb5c513908d9c19e28f8264a7325e2e4f084fbff082,Entropy: 4.39 bits,circle
570,Quantum Key: 4532b9546fa3a19dc7288926a149a8f7c0b11b2931735e4c1d131174ed6f5b79,Entropy: 5.25 bits,ellipse
571,Quantum Key: f36837f3093ae75755b259066bc18aaeb68fae354403f6392af4113feb08b19a,Entropy: 3.32 bits,rect
572,Quantum Key: 39317d5e9f4bdc8e4fdf1d224a3cb7f1c516a96ab99d780852292ff579c5a535,Entropy: 6.07 bits,rect
573,Quantum Key: ecc7eecabf8ea586f9618f6697a340c4a3fde168b8f9daa2b5342ede69c7455b,Entropy: 5.69 bits,circle
574,Quantum Key: 845b04a0b087a6b9aeb7e766c2149ed08dc8306cd6cc163df038f0ec7375b126,Entropy: 5.49 bits,circle
575,Quantum Key: 677a8d2756db1890eb83f06a3c1b7d79f29228905d7b304291fa4324a988ffa9,Entropy: 5.23 bits,rect
576,Quantum Key: 1433e4e3f2bacd3252f1e7b987aeea617719b2096b6ccf5f5b784ef85a58cad8,Entropy: 3.56 bits,circle
577,Quantum Key: da3a6b1aab9b2d8a0e886960f6caa172819fa5d690d06929e77e172c495ec0c6,Entropy: 5.37 bits,rect
578,Quantum Key: e916422850e09080abb1b1c420008cb1f229b27757024539b19a77ef5e165e6e,Entropy: 3.22 bits,ellipse
579,Quantum Key: 298d82534d9345fb44a61de4d3c5fc0933825aac58fe2dc6944cc6c76bc3aebf,Entropy: 5.99 bits,ellipse
580,Quantum Key: 8ce3e03a500f6773e7bd6af3f770d2a6bddd3a56ddbbab5056128bc1ddb58fdb,Entropy: 6.74 bits,rect
581,Quantum Key: f8a3d342d4f981c5f13d4c20c0255ff25d37482ce1983de98ed89d6eb78e3d6c,Entropy: 6.57 bits,circle
582,Quantum Key: 8173a2a7820401e05fa5c41a666fae35004ca9c682db83ca04ba79cdee1f13b7,Entropy: 6.75 bits,ellipse
583,Quantum Key: 3569fea75d86a37c6760940d6257a48fa9499312ab828b811808af1bc3cb10e7,Entropy: 6.03 bits,circle
584,Quantum Key: 3eedfa8ab0d243a106e1eaab2a9287c99e911a47295bf087d38430bbb4a85abc,Entropy: 4.84 bits,ellipse
585,Quantum Key: ad115a13be90fa012f1b5a843199f3d1219a80f2bda56c451fd53c359ad72245,Entropy: 5.83 bits,ellipse
586,Quantum Key: 24f3df265c0db1ada02be4fd93a994e507af312ef7cf371400fa809e94d1a724,Entropy: 6.19 bits,rect
587,Quantum Key: a842d8efac85723c5ac82989819c1c864c17f9f7c1a30ff405e2f2da479cf555,Entropy: 2.59 bits,circle
588,Quantum Key: 111b4e3220f02df5e5beb6a5f5bbeed53fef657562f1b9a98e2a091eeae37723,Entropy: 6.10 bits,rect
589,Quantum Key: 6000826e1c1ac2e681ab83693795e626e2ecb68c3c49efdb90990a9379f1148f,Entropy: 6.01 bits,ellipse
590,Quantum Key: 3dc99cffffe05b24fb03b80d45af39cd8ef9f5f7ddcf8fd3a519bceff51dd864,Entropy: 5.96 bits,circle
591,Quantum Key: 24041968f04533f5026d676f2d06cd4f7cdf4a7d849e4e7deca884bc00e2e9c3,Entropy: 3.57 bits,circle
592,Quantum Key: 1ab660c70c152103064918203ee60ee9824c5314967e03246d1e9893f68c5892,Entropy: 5.01 bits,rect
593,Quantum Key: 5d78ab0c97659a1afdefaeeefc6035cf1e02dc86a48d1e4811550fb9adeff75e,Entropy: 4.26 bits,circle
594,Quantum Key: dff0853a4b5dbff7cc2ff58c7b49cc8501de85ba1b9807d4e94f863fc6b34f93,Entropy: 2.33 bits,ellipse
595,Quantum Key: fbc8e559cb8e63da65edef9c4e518bfc30dedc7713e950d369065de9e3801d54,Entropy: 3.51 bits,rect
596,Quantum Key: 3bed615382e6491e4767429cccb23768dc6b15f945be9255fe3b72631d067061,Entropy: 6.36 bits,circle
597,Quantum Key: 657fb24920dca8d3f64c840458e78efdca5553a1ec200cb9d06027d9b13bc4d5,Entropy: 4.86 bits,ellipse
598,Quantum Key: ce5b4219ceab1b17dbb55a6f26f577303ed6c3bb4234d879765971a6d0e62101,Entropy: 4.65 bits,ellipse
599,Quantum Key: 8b826cd50a2c0aa494a7cc5eaee069dca327a120b6f9b97d90a599ebb6dd3fca,Entropy: 5.35 bits,circle
600,Quantum Key: 975d15edfd8ce6d386d579f8e49496c4096caa6f3ad10499028c0ef401e8aa0f,Entropy: 5.53 bits,rect
601,Quantum Key: bdecf3361ac08b9916b5d850e02cc0c0ef37a924d8b64beae614c616f1dfb4dc,Entropy: 6.42 bits,circle
602,Quantum Key: 9626df41c41e1e292825f9dadaf31c697d001e669aa298c20d4c58668073838e,Entropy: 5.17 bits,circle
603,Quantum Key: e1a233251352faeb15c49e6387b7ac59664c27f95c51d733869ad3843e24f10d,Entropy: 2.93 bits,ellipse
604,Quantum Key: 936f5fa0b11abc589f5052b77399fe21377ee6440a60444de64aff734e6c1d5d,Entropy: 4.36 bits,rect
605,Quantum Key: 0b513908a0dafc5cc2d5ee147c1e0f34dee3a2991c4e52cf91936c310976f827,Entropy: 5.59 bits,rect
